date,price
2024-03-29,1300.31
2024-04-01,1296.11
2024-04-02,1299.88
2024-04-03,1282.23
2024-04-04,1275.12
2024-04-05,1262.07
2024-04-08,1256.58
2024-04-09,1272.1
2024-04-10,1268.39
2024-04-11,1267.7
2024-04-12,1289.45
2024-04-15,1226.38
2024-04-16,1227.5
2024-04-17,1205.61
2024-04-19,1185.51
2024-04-22,1202.92
2024-04-23,1194.03
2024-04-24,1228.94
2024-04-25,1228.52
2024-04-26,1234.22
2024-05-02,1240.61
2024-05-03,1247.16
2024-05-06,1267.86
2024-05-07,1276.92
2024-05-08,1278.35
2024-05-09,1274.49
2024-05-10,1272.61
2024-05-13,1268.3
2024-05-14,1272.48
2024-05-15,1285.73
2024-05-16,1303.92
2024-05-17,1310.87
2024-05-20,1313.54
2024-05-21,1312.13
2024-05-22,1299.49
2024-05-23,1312.8
2024-05-24,1288.74
2024-05-27,1292.17
2024-05-28,1309.27
2024-05-29,1298.75
2024-05-30,1294.72
2024-05-31,1292.9
2024-06-03,1313.74
2024-06-04,1315.51
2024-06-05,1312.87
2024-06-06,1313.94
2024-06-07,1319.2
2024-06-10,1322.69
2024-06-11,1318.06
2024-06-12,1339.02
2024-06-13,1341.97
2024-06-14,1321.73
2024-06-17,1316.14
2024-06-18,1318.0
2024-06-19,1320.28
2024-06-20,1325.15
2024-06-21,1324.91
2024-06-24,1293.56
2024-06-25,1295.68
2024-06-26,1298.43
2024-06-27,1296.31
2024-06-28,1283.25
2024-07-01,1289.78
2024-07-02,1303.85
2024-07-03,1312.67
2024-07-04,1318.22
2024-07-05,1323.39
2024-07-08,1323.54
2024-07-09,1331.68
2024-07-10,1321.46
2024-07-11,1318.61
2024-07-12,1313.96
2024-07-15,1310.82
2024-07-16,1313.44
2024-07-17,1306.32
2024-07-18,1310.27
2024-07-19,1303.92
2024-07-22,1295.61
2024-07-23,1273.34
2024-07-24,1279.08
2024-07-25,1271.39
2024-07-26,1280.12
2024-07-29,1284.12
2024-07-30,1282.2
2024-07-31,1288.99
2024-08-01,1259.57
2024-08-02,1269.83
2024-08-05,1216.52
2024-08-06,1240.81
2024-08-07,1243.16
2024-08-08,1233.75
2024-08-09,1254.85
2024-08-12,1263.44
2024-08-13,1260.49
2024-08-14,1259.57
2024-08-15,1254.39
2024-08-16,1287.32
2024-08-19,1297.19
2024-08-20,1306.01
2024-08-21,1316.71
2024-08-22,1316.99
2024-08-23,1318.92
2024-08-26,1314.46
2024-08-27,1315.47
2024-08-28,1316.71
2024-08-29,1317.19
2024-08-30,1321.49
2024-09-04,1309.65
2024-09-05,1300.33
2024-09-06,1305.19
2024-09-09,1298.41
2024-09-10,1285.92
2024-09-11,1284.29
2024-09-12,1286.78
2024-09-13,1285.49
2024-09-16,1272.45
2024-09-17,1293.78
2024-09-18,1300.16
2024-09-19,1307.15
2024-09-20,1313.3
2024-09-23,1308.65
2024-09-24,1318.53
2024-09-25,1331.9
2024-09-26,1338.15
2024-09-27,1339.45
2024-09-30,1340.04
2024-10-01,1344.98
2024-10-02,1338.8
2024-10-03,1328.69
2024-10-04,1320.26
2024-10-07,1321.63
2024-10-08,1325.88
2024-10-09,1337.92
2024-10-10,1342.91
2024-10-11,1344.63
2024-10-14,1338.56
2024-10-15,1332.47
2024-10-16,1328.95
2024-10-17,1339.42
2024-10-18,1338.25
2024-10-21,1333.41
2024-10-22,1324.86
2024-10-23,1327.65
2024-10-24,1310.55
2024-10-25,1306.53
2024-10-28,1309.56
2024-10-29,1317.2
2024-10-30,1315.62
2024-10-31,1319.6
2024-11-01,1306.72
2024-11-04,1294.46
2024-11-05,1295.76
2024-11-06,1312.88
2024-11-07,1311.22
2024-11-08,1303.59
2024-11-11,1298.4
2024-11-12,1291.84
2024-11-13,1293.69
2024-11-14,1275.8
2024-11-15,1260.23
2024-11-18,1259.53
2024-11-19,1245.32
2024-11-20,1259.16
2024-11-21,1272.84
2024-11-22,1270.87
2024-11-25,1277.14
2024-11-26,1284.87
2024-11-27,1286.67
2024-11-28,1287.02
2024-11-29,1296.08
2024-12-02,1295.86
2024-12-03,1296.98
2024-12-04,1285.33
2024-12-05,1322.4
2024-12-06,1323.54
2024-12-09,1324.48
2024-12-10,1324.0
2024-12-11,1323.33
2024-12-12,1322.05
2024-12-13,1316.87
2024-12-16,1318.26
2024-12-17,1314.91
2024-12-18,1319.06
2024-12-19,1305.12
2024-12-20,1306.81
2024-12-23,1312.75
2024-12-24,1312.18
2024-12-25,1329.18
2024-12-26,1326.91
2024-12-27,1332.13
2024-12-30,1332.48
2024-12-31,1329.75
2025-01-02,1328.51
2025-01-03,1306.77
2025-01-06,1296.3
2025-01-07,1295.92
2025-01-08,1299.72
2025-01-09,1294.05
2025-01-10,1275.7
2025-01-13,1282.59
2025-01-14,1273.9
2025-01-15,1283.24
2025-01-16,1289.87
2025-01-17,1299.59
2025-01-20,1301.43
2025-01-21,1299.52
2025-01-22,1297.08
2025-01-23,1321.22
2025-01-24,1328.12
2025-02-03,1309.0
2025-02-04,1322.03
2025-02-05,1326.89
2025-02-06,1330.11
2025-02-07,1332.45
2025-02-10,1319.52
2025-02-11,1327.53
2025-02-12,1326.0
2025-02-13,1328.18
2025-02-14,1331.93
2025-02-17,1328.53
2025-02-18,1332.45
2025-02-19,1343.21
2025-02-20,1346.76
2025-02-21,1348.68
2025-02-24,1357.98
2025-02-25,1355.1
2025-02-26,1356.04
2025-02-27,1360.4
2025-02-28,1355.34
2025-03-03,1360.08
2025-03-04,1364.61
2025-03-05,1357.07
2025-03-06,1374.06
2025-03-07,1380.67
2025-03-10,1379.71
2025-03-11,1382.28
2025-03-12,1379.53
2025-03-13,1371.38
2025-03-14,1368.45
2025-03-17,1378.63
2025-03-18,1373.22
2025-03-19,1363.26
2025-03-20,1363.47
2025-03-21,1362.13
2025-03-24,1371.19
2025-03-25,1369.77
2025-03-26,1361.44
2025-03-27,1360.77
2025-03-28,1353.66
2025-03-31,1344.57
2025-04-01,1355.08
2025-04-02,1355.47
2025-04-03,1263.67
2025-04-04,1248.93
2025-04-08,1167.88
2025-04-09,1131.7
2025-04-10,1209.13
2025-04-11,1266.42
2025-04-14,1285.22
2025-04-15,1268.15
2025-04-16,1249.89
2025-04-17,1259.58
2025-04-18,1267.27
2025-04-21,1255.9
2025-04-22,1246.42
2025-04-23,1262.33
2025-04-24,1271.82
2025-04-25,1275.79
2025-04-28,1274.65
2025-04-29,1273.69
2025-05-05,1285.9
2025-05-06,1285.29
2025-05-07,1290.06
2025-05-08,1310.79
2025-05-09,1312.94
2025-05-12,1331.89
2025-05-13,1343.22
2025-05-14,1360.95
2025-05-15,1367.22
2025-05-16,1349.97
2025-05-19,1339.57
2025-05-20,1361.07
2025-05-21,1369.31
2025-05-22,1359.26
2025-05-23,1359.03
2025-05-26,1375.06
2025-05-27,1383.41
2025-05-28,1381.79
2025-05-29,1382.77
2025-05-30,1371.73
2025-06-02,1377.43
2025-06-03,1390.82
2025-06-04,1389.54
2025-06-05,1385.01
2025-06-06,1370.94
2025-06-09,1353.41
2025-06-10,1360.99
2025-06-11,1361.77
2025-06-12,1374.41
2025-06-13,1363.26
2025-06-16,1386.72
2025-06-17,1394.52
2025-06-18,1393.43
2025-06-19,1398.9
2025-06-20,1399.2
2025-06-23,1402.65
2025-06-24,1413.88
2025-06-25,1414.64
2025-06-26,1414.54
2025-06-27,1420.73
2025-06-30,1427.53
2025-07-01,1426.78
2025-07-02,1438.15
2025-07-03,1438.9
2025-07-04,1448.26
2025-07-07,1467.99
2025-07-08,1482.65
2025-07-09,1494.2
2025-07-10,1507.6
2025-07-11,1522.24
2025-07-14,1535.66
2025-07-15,1527.96
2025-07-16,1544.04
2025-07-17,1555.96
2025-07-18,1568.47
2025-07-21,1561.64
2025-07-22,1587.4
2025-07-23,1593.19
2025-07-24,1605.47
2025-07-25,1622.44
2025-07-28,1658.66
2025-07-29,1578.81
2025-07-30,1599.05
2025-07-31,1597.8
2025-08-01,1593.67
2025-08-04,1630.53
2025-08-05,1656.32
2025-08-06,1689.03
2025-08-07,1701.46
2025-08-08,1703.18
2025-08-11,1717.27
2025-08-12,1730.45
2025-08-13,1736.25
2025-08-14,1777.05
2025-08-15,1768.43
2025-08-18,1778.16
2025-08-19,1804.39
2025-08-20,1817.6
2025-08-21,1855.24
2025-08-22,1797.62
2025-08-25,1754.96
2025-08-26,1822.28
2025-08-27,1823.27
2025-08-28,1838.37
2025-08-29,1844.4
2025-09-03,1845.56
2025-09-04,1864.54
2025-09-05,1824.91
2025-09-08,1772.72
2025-09-09,1792.59
2025-09-10,1795.38
2025-09-11,1813.71
2025-09-12,1823.56
2025-09-15,1840.69
2025-09-16,1836.72
2025-09-17,1824.79
2025-09-18,1819.65
2025-09-19,1814.0
2025-09-22,1780.83
2025-09-23,1781.08
2025-09-24,1814.83
2025-09-25,1821.95
2025-09-26,1812.71
2025-09-29,1820.38
2025-09-30,1817.7
2025-10-01,1826.3
2025-10-02,1810.69
2025-10-03,1803.15
2025-10-06,1864.34
2025-10-07,1850.55
2025-10-08,1861.87
2025-10-09,1879.62
2025-10-10,1911.55
2025-10-13,1935.65
2025-10-14,1935.25
2025-10-15,1937.17
2025-10-16,1950.03
2025-10-17,1908.4
2025-10-20,1800.51
2025-10-21,1832.98
2025-10-22,1847.12
2025-10-23,1854.2
2025-10-24,1848.01
2025-10-27,1810.65
2025-10-28,1853.69
2025-10-29,1859.11
2025-10-30,1835.82
2025-10-31,1798.62
2025-11-03,1765.36
2025-11-04,1812.1
2025-11-05,1802.59
2025-11-06,1785.91
2025-11-07,1735.99
2025-11-10,1715.56
2025-11-11,1732.96
2025-11-12,1779.78
2025-11-13,1773.67
2025-11-14,1780.35
2025-11-17,1804.18
2025-11-18,1810.72
2025-11-19,1796.7
2025-11-20,1804.39
2025-11-21,1802.47
2025-11-24,1813.34
2025-11-25,1803.41
2025-11-26,1826.35
2025-11-27,1827.32
2025-11-28,1829.88
2025-12-01,1834.56
2025-12-02,1847.4
2025-12-03,1868.56
2025-12-04,1878.72
2025-12-05,1876.2
2025-12-08,1880.12
2025-12-09,1869.86
2025-12-10,1844.94
2025-12-11,1827.05
2025-12-12,1767.08
2025-12-15,1765.08
2025-12-16,1807.62
2025-12-17,1798.31
2025-12-18,1804.06
2025-12-19,1831.78
2025-12-22,1885.64
2025-12-23,1907.33
2025-12-24,1922.8
2025-12-25,1873.79
2025-12-26,1861.57
2025-12-29,1884.24
2025-12-30,1900.27
2025-12-31,1918.0
2026-01-05,1912.69
2026-01-06,1935.93
2026-01-07,1973.69
2026-01-08,1956.73
2026-01-09,1944.22
2026-01-12,1961.77
2026-01-13,1976.38
2026-01-14,1950.48
2026-01-15,1935.22
2026-01-16,1956.26
2026-01-19,1971.81
2026-01-20,1964.23
2026-01-21,1954.03
2026-01-22,1961.84
2026-01-23,1956.64
2026-01-26,1909.38
2026-01-27,1893.38
2026-01-28,1869.14
2026-01-29,1881.82
2026-01-30,1895.4
2026-02-02,1869.17
2026-02-03,1872.59
2026-02-04,1861.24
2026-02-05,1847.81
2026-02-06,1817.49
2026-02-09,1819.63
2026-02-10,1826.92
2026-02-11,1879.24
2026-02-12,1895.81
2026-02-13,1904.16
2026-02-23,1927.92
2026-02-24,1936.82
2026-02-25,1932.71
2026-02-26,1952.69
2026-02-27,1948.72
2026-03-02,1903.5
2026-03-03,1864.78
2026-03-04,1856.66
2026-03-05,1850.66
2026-03-06,1817.73
2026-03-09,1699.6
2026-03-10,1740.71
2026-03-11,1796.23
2026-03-12,1776.44
2026-03-13,1772.56
2026-03-16,1772.6
2026-03-17,1788.73
2026-03-18,1783.56
2026-03-19,1771.74
2026-03-20,1726.81
2026-03-23,1664.96
2026-03-24,1696.93
2026-03-25,1744.4
2026-03-26,1728.57
2026-03-27,1759.1
2026-03-30,1749.23
2026-03-31,1767.05
2026-04-01,1792.16
2026-04-02,1781.33
2026-04-03,1766.97
2026-04-06,1760.97
2026-04-07,1769.19
2026-04-08,1856.15
2026-04-09,1843.49
2026-04-10,1856.76
2026-04-13,1860.33
2026-04-14,1878.19
2026-04-15,1892.92
2026-04-16,1908.08
2026-04-17,1907.34
2026-04-20,1927.96
2026-04-21,1925.79
2026-04-22,1943.91
2026-04-23,1944.05
2026-04-24,1930.67
2026-04-28,1952.67
2026-04-29,1936.31
2026-05-04,1928.89
2026-05-05,1944.47
2026-05-06,1967.64
2026-05-07,1992.48
2026-05-08,1997.02
2026-05-11,1978.37
2026-05-12,1988.39
2026-05-13,1976.98
2026-05-14,1996.22
2026-05-15,1982.89
2026-05-18,1978.45
2026-05-19,1965.64
2026-05-20,1958.35
2026-05-21,1952.0
2026-05-22,1937.14
2026-05-25,1950.39
2026-05-26,1956.87
2026-05-27,1951.75
2026-05-28,1933.02
2026-05-29,1925.55
2026-06-01,1915.27
2026-06-02,1894.18
2026-06-03,1893.09
2026-06-04,1902.15
2026-06-05,1904.58
2026-06-08,1859.67
2026-06-09,1871.55
2026-06-10,1881.42
2026-06-11,1871.39
2026-06-12,1865.93
2026-06-15,1882.63
2026-06-16,1887.98
2026-06-17,1887.29
2026-06-18,1899.67
2026-06-19,1894.86
2026-06-22,1915.25
2026-06-23,1928.14
2026-06-24,1940.44
2026-06-25,1932.68
2026-06-26,1937.79
2026-06-29,1933.17
2026-06-30,1931.52
2026-07-01,1942.19
2026-07-02,1938.99
2026-07-03,1932.28
2026-07-06,1914.29
2026-07-07,1922.44
2026-07-08,1926.12
2026-07-09,1908.47
2026-07-10,1891.94
2026-07-13,1861.08
2026-07-14,1868.47
2026-07-15,1839.44
2026-07-16,1864.31
2026-07-17,1852.65
2026-07-20,1805.16
2026-07-21,1797.8
2026-07-22,1743.88
2026-07-23,1767.7
2026-07-24,1751.49
2026-07-27,1729.22
2026-07-28,1745.18
2026-07-29,1762.6
2026-07-30,1800.95
2026-07-31,1786.9
2026-08-03,1825.3
2026-08-04,1841.63
2026-08-05,1836.22
2026-08-06,1822.07
2026-08-07,1823.7
2026-08-10,1838.02
2026-08-11,1837.69
2026-08-12,1850.94
2026-08-13,1824.51
2026-08-14,1795.69
2026-08-17,1793.86
2026-08-18,1791.35
2026-08-19,1788.39
2026-08-20,1795.57
2026-08-21,1837.77
2026-08-24,1853.99
2026-08-25,1851.76
2026-08-26,1879.52
2026-08-27,1888.06
2026-08-28,1891.44
2026-09-03,1874.2
2026-09-04,1894.93
