code,line_item,period_end,measure,value,asOf
,Change of Net Asset Value of the Fund during the period,2021-05-31,month,205115804415,2021-07-01
,Other Expenses,2021-05-31,month,0,2021-07-01
,Other Expenses,2021-05-31,month,10000000,2021-07-01
,Other incomes,2021-05-31,month,0,2021-07-01
2220,Income from Investment Activities,2021-05-31,month,350224241,2021-07-01
2221,"Dividend income, interest income from bonds",2021-05-31,month,103287671,2021-07-01
2221.1,Dividends income,2021-05-31,month,0,2021-07-01
2221.2,Interest income from bonds,2021-05-31,month,103287671,2021-07-01
2222,Interest income,2021-05-31,month,246936570,2021-07-01
2222.1,Interest income from bank deposits,2021-05-31,month,155977666,2021-07-01
2222.2,Interest income from Certificates of Deposit,2021-05-31,month,90958904,2021-07-01
2222.3,Interest income from reverse repo contracts,2021-05-31,month,0,2021-07-01
2223.1,Other investment incomes,2021-05-31,month,0,2021-07-01
2223.3,"Provision expense for bad debts from dividends, interest income and written off bad debts from dividends, interest income",2021-05-31,month,0,2021-07-01
2224,Expenses,2021-05-31,month,214486453,2021-07-01
2225,Management Fee paid to Fund Management Company,2021-05-31,month,94075567,2021-07-01
2226,"Custody fee, Supervising fee paid to Supervising Bank/VSD",2021-05-31,month,29950176,2021-07-01
2226.1,Custodian service - Safe Custody Fee,2021-05-31,month,11500000,2021-07-01
2226.2,Custodian service - Transaction fee,2021-05-31,month,300000,2021-07-01
2226.3,"Custodian service -  Depository fee, Position and Margin management fee paid to VSD",2021-05-31,month,176,2021-07-01
2226.4,Supervisory fee,2021-05-31,month,18150000,2021-07-01
2227,"Fund Administration Fee, and other fees paid to relevant Fund's service providers",2021-05-31,month,48262500,2021-07-01
2227.1,Fund Administration Fee,2021-05-31,month,37262500,2021-07-01
2227.2,Transfer Agency Fee,2021-05-31,month,11000000,2021-07-01
2228,Audit fee,2021-05-31,month,7941096,2021-07-01
2229,"Legal consultancy expenses, price feed fee, other valid expenses, remuneration paid to Fund's Board of Representatives",2021-05-31,month,9765919,2021-07-01
2229.1,Remuneration of Fund's Board of Representatives,2021-05-31,month,9765919,2021-07-01
2229.2,Price feed fee,2021-05-31,month,0,2021-07-01
2229.3,Legal consultancy expenses,2021-05-31,month,0,2021-07-01
2230,"Fee for drafting, printing, distribution of prospectus, summarised prospectus, financial statements, transaction confirmations, account statements and other documents to investors; information disclosure fee; fee for organising annual general meeting, board of representatives meeting",2021-05-31,month,0,2021-07-01
2230.1,Meeting expenses,2021-05-31,month,0,2021-07-01
2230.2,Annual report expenses,2021-05-31,month,0,2021-07-01
2230.3,"Fund's Board of Representatives meeting, travelling expenses",2021-05-31,month,0,2021-07-01
2230.4,Expenses of information disclosure of the Fund,2021-05-31,month,0,2021-07-01
2230.5,"Designing, printing, posting... expenses",2021-05-31,month,0,2021-07-01
2231,Expenses related to execution of Fund’s asset transactions,2021-05-31,month,16351630,2021-07-01
2231.1,Brokerage fee,2021-05-31,month,6351630,2021-07-01
2231.2,Clearing settlement fee,2021-05-31,month,0,2021-07-01
2232,Other expenses,2021-05-31,month,8139565,2021-07-01
2232.1,Set up Expenses,2021-05-31,month,0,2021-07-01
2232.2,"Listing, registration fees",2021-05-31,month,0,2021-07-01
2232.3,Annual management fee paid to SSC,2021-05-31,month,849315,2021-07-01
2232.4,Bank charges,2021-05-31,month,7290250,2021-07-01
2232.5,Borrowing expense,2021-05-31,month,0,2021-07-01
2232.7,Fee paid to VSD for getting the list of investors,2021-05-31,month,0,2021-07-01
2233,Net Income from Investment Activities (= I - II),2021-05-31,month,135737788,2021-07-01
2234,Gain / (Loss) from Investment Activities,2021-05-31,month,5048865,2021-07-01
2235,Realised Gain / (Loss) from disposal of investment or real estate transfer,2021-05-31,month,0,2021-07-01
2236,Unrealised Gain / (Loss) due to market price,2021-05-31,month,5048865,2021-07-01
2237,Change of Net Asset Value of the Fund due to investment activities during the period (= III + IV),2021-05-31,month,140786653,2021-07-01
2238,Net Asset Value at the beginning of period,2021-05-31,month,6250033031,2021-07-01
2239.1,Change of Net Asset Value due to investment activities during the period,2021-05-31,month,140786653,2021-07-01
2239.2,Change of Net Asset Value due to  dividends payment to investors during the period,2021-05-31,month,0,2021-07-01
2239.3,Change of Net Asset Value due to subscription/redemption during the period,2021-05-31,month,204975017762,2021-07-01
2239.3.1,Change of Net Asset Value due to subscription during the period,2021-05-31,month,208860200000,2021-07-01
2239.3.2,Change of Net Asset Value due to redemption during the period,2021-05-31,month,-3885182238,2021-07-01
2243,Net Asset Value at the end of period,2021-05-31,month,211365837446,2021-07-01
2244,Average annual profit (only applicable to annual report),2021-05-31,month,0,2021-07-01
2245,Average annual rate of return (only applicable to annual report),2021-05-31,month,0,2021-07-01
,Change of Net Asset Value of the Fund during the period,2021-06-30,month,781907642,2021-08-02
,Change of Net Asset Value of the Fund during the period,2021-06-30,ytd,200336904035,2021-07-01
,Other Expenses,2021-06-30,month,0,2021-08-02
,Other Expenses,2021-06-30,month,10000000,2021-08-02
,Other Expenses,2021-06-30,ytd,0,2021-07-01
,Other Expenses,2021-06-30,ytd,20000000,2021-07-01
,Other incomes,2021-06-30,month,0,2021-08-02
,Other incomes,2021-06-30,ytd,0,2021-07-01
2220,Income from Investment Activities,2021-06-30,month,1177414337,2021-08-02
2220,Income from Investment Activities,2021-06-30,ytd,1577553980,2021-07-01
2221,"Dividend income, interest income from bonds",2021-06-30,month,524498561,2021-08-02
2221,"Dividend income, interest income from bonds",2021-06-30,ytd,627866232,2021-07-01
2221.1,Dividends income,2021-06-30,month,115000,2021-08-02
2221.1,Dividends income,2021-06-30,ytd,195000,2021-07-01
2221.2,Interest income from bonds,2021-06-30,month,524383561,2021-08-02
2221.2,Interest income from bonds,2021-06-30,ytd,627671232,2021-07-01
2222,Interest income,2021-06-30,month,652915776,2021-08-02
2222,Interest income,2021-06-30,ytd,949687748,2021-07-01
2222.1,Interest income from bank deposits,2021-06-30,month,304723995,2021-08-02
2222.1,Interest income from bank deposits,2021-06-30,ytd,510537063,2021-07-01
2222.2,Interest income from Certificates of Deposit,2021-06-30,month,348191781,2021-08-02
2222.2,Interest income from Certificates of Deposit,2021-06-30,ytd,439150685,2021-07-01
2222.3,Interest income from reverse repo contracts,2021-06-30,month,0,2021-08-02
2222.3,Interest income from reverse repo contracts,2021-06-30,ytd,0,2021-07-01
2223.1,Other investment incomes,2021-06-30,month,0,2021-08-02
2223.1,Other investment incomes,2021-06-30,ytd,0,2021-07-01
2223.3,"Provision expense for bad debts from dividends, interest income and written off bad debts from dividends, interest income",2021-06-30,month,0,2021-08-02
2223.3,"Provision expense for bad debts from dividends, interest income and written off bad debts from dividends, interest income",2021-06-30,ytd,0,2021-07-01
2224,Expenses,2021-06-30,month,322184621,2021-08-02
2224,Expenses,2021-06-30,ytd,946301744,2021-07-01
2225,Management Fee paid to Fund Management Company,2021-06-30,month,208603506,2021-08-02
2225,Management Fee paid to Fund Management Company,2021-06-30,ytd,340622514,2021-07-01
2226,"Custody fee, Supervising fee paid to Supervising Bank/VSD",2021-06-30,month,30700170,2021-08-02
2226,"Custody fee, Supervising fee paid to Supervising Bank/VSD",2021-06-30,ytd,179251026,2021-07-01
2226.1,Custodian service - Safe Custody Fee,2021-06-30,month,11500000,2021-08-02
2226.1,Custodian service - Safe Custody Fee,2021-06-30,ytd,69000000,2021-07-01
2226.2,Custodian service - Transaction fee,2021-06-30,month,1050000,2021-08-02
2226.2,Custodian service - Transaction fee,2021-06-30,ytd,1350000,2021-07-01
2226.3,"Custodian service -  Depository fee, Position and Margin management fee paid to VSD",2021-06-30,month,170,2021-08-02
2226.3,"Custodian service -  Depository fee, Position and Margin management fee paid to VSD",2021-06-30,ytd,1026,2021-07-01
2226.4,Supervisory fee,2021-06-30,month,18150000,2021-08-02
2226.4,Supervisory fee,2021-06-30,ytd,108900000,2021-07-01
2227,"Fund Administration Fee, and other fees paid to relevant Fund's service providers",2021-06-30,month,48262500,2021-08-02
2227,"Fund Administration Fee, and other fees paid to relevant Fund's service providers",2021-06-30,ytd,289575000,2021-07-01
2227.1,Fund Administration Fee,2021-06-30,month,37262500,2021-08-02
2227.1,Fund Administration Fee,2021-06-30,ytd,223575000,2021-07-01
2227.2,Transfer Agency Fee,2021-06-30,month,11000000,2021-08-02
2227.2,Transfer Agency Fee,2021-06-30,ytd,66000000,2021-07-01
2228,Audit fee,2021-06-30,month,11127506,2021-08-02
2228,Audit fee,2021-06-30,ytd,49808328,2021-07-01
2229,"Legal consultancy expenses, price feed fee, other valid expenses, remuneration paid to Fund's Board of Representatives",2021-06-30,month,9741211,2021-08-02
2229,"Legal consultancy expenses, price feed fee, other valid expenses, remuneration paid to Fund's Board of Representatives",2021-06-30,ytd,39786095,2021-07-01
2229.1,Remuneration of Fund's Board of Representatives,2021-06-30,month,9741211,2021-08-02
2229.1,Remuneration of Fund's Board of Representatives,2021-06-30,ytd,39786095,2021-07-01
2229.2,Price feed fee,2021-06-30,month,0,2021-08-02
2229.2,Price feed fee,2021-06-30,ytd,0,2021-07-01
2229.3,Legal consultancy expenses,2021-06-30,month,0,2021-08-02
2229.3,Legal consultancy expenses,2021-06-30,ytd,0,2021-07-01
2230,"Fee for drafting, printing, distribution of prospectus, summarised prospectus, financial statements, transaction confirmations, account statements and other documents to investors; information disclosure fee; fee for organising annual general meeting, board of representatives meeting",2021-06-30,month,0,2021-08-02
2230,"Fee for drafting, printing, distribution of prospectus, summarised prospectus, financial statements, transaction confirmations, account statements and other documents to investors; information disclosure fee; fee for organising annual general meeting, board of representatives meeting",2021-06-30,ytd,201586,2021-07-01
2230.1,Meeting expenses,2021-06-30,month,0,2021-08-02
2230.1,Meeting expenses,2021-06-30,ytd,201586,2021-07-01
2230.2,Annual report expenses,2021-06-30,month,0,2021-08-02
2230.2,Annual report expenses,2021-06-30,ytd,0,2021-07-01
2230.3,"Fund's Board of Representatives meeting, travelling expenses",2021-06-30,month,0,2021-08-02
2230.3,"Fund's Board of Representatives meeting, travelling expenses",2021-06-30,ytd,0,2021-07-01
2230.4,Expenses of information disclosure of the Fund,2021-06-30,month,0,2021-08-02
2230.4,Expenses of information disclosure of the Fund,2021-06-30,ytd,0,2021-07-01
2230.5,"Designing, printing, posting... expenses",2021-06-30,month,0,2021-08-02
2230.5,"Designing, printing, posting... expenses",2021-06-30,ytd,0,2021-07-01
2231,Expenses related to execution of Fund’s asset transactions,2021-06-30,month,10073860,2021-08-02
2231,Expenses related to execution of Fund’s asset transactions,2021-06-30,ytd,26425490,2021-07-01
2231.1,Brokerage fee,2021-06-30,month,73860,2021-08-02
2231.1,Brokerage fee,2021-06-30,ytd,6425490,2021-07-01
2231.2,Clearing settlement fee,2021-06-30,month,0,2021-08-02
2231.2,Clearing settlement fee,2021-06-30,ytd,0,2021-07-01
2232,Other expenses,2021-06-30,month,3675868,2021-08-02
2232,Other expenses,2021-06-30,ytd,20631705,2021-07-01
2232.1,Set up Expenses,2021-06-30,month,0,2021-08-02
2232.1,Set up Expenses,2021-06-30,ytd,0,2021-07-01
2232.2,"Listing, registration fees",2021-06-30,month,0,2021-08-02
2232.2,"Listing, registration fees",2021-06-30,ytd,0,2021-07-01
2232.3,Annual management fee paid to SSC,2021-06-30,month,821918,2021-08-02
2232.3,Annual management fee paid to SSC,2021-06-30,ytd,4958904,2021-07-01
2232.4,Bank charges,2021-06-30,month,2853950,2021-08-02
2232.4,Bank charges,2021-06-30,ytd,14572801,2021-07-01
2232.5,Borrowing expense,2021-06-30,month,0,2021-08-02
2232.5,Borrowing expense,2021-06-30,ytd,0,2021-07-01
2232.7,Fee paid to VSD for getting the list of investors,2021-06-30,month,0,2021-08-02
2232.7,Fee paid to VSD for getting the list of investors,2021-06-30,ytd,1100000,2021-07-01
2233,Net Income from Investment Activities (= I - II),2021-06-30,month,855229716,2021-08-02
2233,Net Income from Investment Activities (= I - II),2021-06-30,ytd,631252236,2021-07-01
2234,Gain / (Loss) from Investment Activities,2021-06-30,month,528620,2021-08-02
2234,Gain / (Loss) from Investment Activities,2021-06-30,ytd,16410085,2021-07-01
2235,Realised Gain / (Loss) from disposal of investment or real estate transfer,2021-06-30,month,27482643,2021-08-02
2235,Realised Gain / (Loss) from disposal of investment or real estate transfer,2021-06-30,ytd,27482643,2021-07-01
2236,Unrealised Gain / (Loss) due to market price,2021-06-30,month,-26954023,2021-08-02
2236,Unrealised Gain / (Loss) due to market price,2021-06-30,ytd,-11072558,2021-07-01
2237,Change of Net Asset Value of the Fund due to investment activities during the period (= III + IV),2021-06-30,month,855758336,2021-08-02
2237,Change of Net Asset Value of the Fund due to investment activities during the period (= III + IV),2021-06-30,ytd,647662321,2021-07-01
2238,Net Asset Value at the beginning of period,2021-06-30,month,211365837446,2021-08-02
2238,Net Asset Value at the beginning of period,2021-06-30,ytd,11810841053,2021-07-01
2239.1,Change of Net Asset Value due to investment activities during the period,2021-06-30,month,855758336,2021-08-02
2239.1,Change of Net Asset Value due to investment activities during the period,2021-06-30,ytd,647662321,2021-07-01
2239.2,Change of Net Asset Value due to  dividends payment to investors during the period,2021-06-30,month,0,2021-08-02
2239.2,Change of Net Asset Value due to  dividends payment to investors during the period,2021-06-30,ytd,0,2021-07-01
2239.3,Change of Net Asset Value due to subscription/redemption during the period,2021-06-30,month,-73850694,2021-08-02
2239.3,Change of Net Asset Value due to subscription/redemption during the period,2021-06-30,ytd,199689241714,2021-07-01
2239.3.1,Change of Net Asset Value due to subscription during the period,2021-06-30,month,408100000,2021-08-02
2239.3.1,Change of Net Asset Value due to subscription during the period,2021-06-30,ytd,209286278000,2021-07-01
2239.3.2,Change of Net Asset Value due to redemption during the period,2021-06-30,month,-481950694,2021-08-02
2239.3.2,Change of Net Asset Value due to redemption during the period,2021-06-30,ytd,-9597036286,2021-07-01
2243,Net Asset Value at the end of period,2021-06-30,month,212147745088,2021-08-02
2243,Net Asset Value at the end of period,2021-06-30,ytd,212147745088,2021-07-01
2244,Average annual profit (only applicable to annual report),2021-06-30,month,0,2021-08-02
2244,Average annual profit (only applicable to annual report),2021-06-30,ytd,0,2021-07-01
2245,Average annual rate of return (only applicable to annual report),2021-06-30,month,0,2021-08-02
2245,Average annual rate of return (only applicable to annual report),2021-06-30,ytd,0,2021-07-01
,Change of Net Asset Value of the Fund during the period,2021-07-31,month,1066643908,2021-09-01
,Change of Net Asset Value of the Fund during the period,2021-07-31,ytd,201403547943,2021-08-02
,Other Expenses,2021-07-31,month,0,2021-09-01
,Other Expenses,2021-07-31,ytd,0,2021-08-02
,Other Expenses,2021-07-31,ytd,20000000,2021-08-02
,Other incomes,2021-07-31,month,0,2021-09-01
,Other incomes,2021-07-31,ytd,0,2021-08-02
2220,Income from Investment Activities,2021-07-31,month,1398077430,2021-09-01
2220,Income from Investment Activities,2021-07-31,ytd,2975631410,2021-08-02
2221,"Dividend income, interest income from bonds",2021-07-31,month,606220110,2021-09-01
2221,"Dividend income, interest income from bonds",2021-07-31,ytd,1234086342,2021-08-02
2221.1,Dividends income,2021-07-31,month,0,2021-09-01
2221.1,Dividends income,2021-07-31,ytd,195000,2021-08-02
2221.2,Interest income from bonds,2021-07-31,month,606220110,2021-09-01
2221.2,Interest income from bonds,2021-07-31,ytd,1233891342,2021-08-02
2222,Interest income,2021-07-31,month,791857320,2021-09-01
2222,Interest income,2021-07-31,ytd,1741545068,2021-08-02
2222.1,Interest income from bank deposits,2021-07-31,month,238103895,2021-09-01
2222.1,Interest income from bank deposits,2021-07-31,ytd,748640958,2021-08-02
2222.2,Interest income from Certificates of Deposit,2021-07-31,month,553753425,2021-09-01
2222.2,Interest income from Certificates of Deposit,2021-07-31,ytd,992904110,2021-08-02
2222.3,Interest income from reverse repo contracts,2021-07-31,month,0,2021-09-01
2222.3,Interest income from reverse repo contracts,2021-07-31,ytd,0,2021-08-02
2223.1,Other investment incomes,2021-07-31,month,0,2021-09-01
2223.1,Other investment incomes,2021-07-31,ytd,0,2021-08-02
2223.3,"Provision expense for bad debts from dividends, interest income and written off bad debts from dividends, interest income",2021-07-31,month,0,2021-09-01
2223.3,"Provision expense for bad debts from dividends, interest income and written off bad debts from dividends, interest income",2021-07-31,ytd,0,2021-08-02
2224,Expenses,2021-07-31,month,315592784,2021-09-01
2224,Expenses,2021-07-31,ytd,1261894528,2021-08-02
2225,Management Fee paid to Fund Management Company,2021-07-31,month,216783648,2021-09-01
2225,Management Fee paid to Fund Management Company,2021-07-31,ytd,557406162,2021-08-02
2226,"Custody fee, Supervising fee paid to Supervising Bank/VSD",2021-07-31,month,30257976,2021-09-01
2226,"Custody fee, Supervising fee paid to Supervising Bank/VSD",2021-07-31,ytd,209509002,2021-08-02
2226.1,Custodian service - Safe Custody Fee,2021-07-31,month,11500000,2021-09-01
2226.1,Custodian service - Safe Custody Fee,2021-07-31,ytd,80500000,2021-08-02
2226.2,Custodian service - Transaction fee,2021-07-31,month,600000,2021-09-01
2226.2,Custodian service - Transaction fee,2021-07-31,ytd,1950000,2021-08-02
2226.3,"Custodian service -  Depository fee, Position and Margin management fee paid to VSD",2021-07-31,month,7976,2021-09-01
2226.3,"Custodian service -  Depository fee, Position and Margin management fee paid to VSD",2021-07-31,ytd,9002,2021-08-02
2226.4,Supervisory fee,2021-07-31,month,18150000,2021-09-01
2226.4,Supervisory fee,2021-07-31,ytd,127050000,2021-08-02
2227,"Fund Administration Fee, and other fees paid to relevant Fund's service providers",2021-07-31,month,48262500,2021-09-01
2227,"Fund Administration Fee, and other fees paid to relevant Fund's service providers",2021-07-31,ytd,337837500,2021-08-02
2227.1,Fund Administration Fee,2021-07-31,month,37262500,2021-09-01
2227.1,Fund Administration Fee,2021-07-31,ytd,260837500,2021-08-02
2227.2,Transfer Agency Fee,2021-07-31,month,11000000,2021-09-01
2227.2,Transfer Agency Fee,2021-07-31,ytd,77000000,2021-08-02
2228,Audit fee,2021-07-31,month,7941096,2021-09-01
2228,Audit fee,2021-07-31,ytd,57749424,2021-08-02
2229,"Legal consultancy expenses, price feed fee, other valid expenses, remuneration paid to Fund's Board of Representatives",2021-07-31,month,9765919,2021-09-01
2229,"Legal consultancy expenses, price feed fee, other valid expenses, remuneration paid to Fund's Board of Representatives",2021-07-31,ytd,49552014,2021-08-02
2229.1,Remuneration of Fund's Board of Representatives,2021-07-31,month,9765919,2021-09-01
2229.1,Remuneration of Fund's Board of Representatives,2021-07-31,ytd,49552014,2021-08-02
2229.2,Price feed fee,2021-07-31,month,0,2021-09-01
2229.2,Price feed fee,2021-07-31,ytd,0,2021-08-02
2229.3,Legal consultancy expenses,2021-07-31,month,0,2021-09-01
2229.3,Legal consultancy expenses,2021-07-31,ytd,0,2021-08-02
2230,"Fee for drafting, printing, distribution of prospectus, summarised prospectus, financial statements, transaction confirmations, account statements and other documents to investors; information disclosure fee; fee for organising annual general meeting, board of representatives meeting",2021-07-31,month,0,2021-09-01
2230,"Fee for drafting, printing, distribution of prospectus, summarised prospectus, financial statements, transaction confirmations, account statements and other documents to investors; information disclosure fee; fee for organising annual general meeting, board of representatives meeting",2021-07-31,ytd,201586,2021-08-02
2230.1,Meeting expenses,2021-07-31,month,0,2021-09-01
2230.1,Meeting expenses,2021-07-31,ytd,201586,2021-08-02
2230.2,Annual report expenses,2021-07-31,month,0,2021-09-01
2230.2,Annual report expenses,2021-07-31,ytd,0,2021-08-02
2230.3,"Fund's Board of Representatives meeting, travelling expenses",2021-07-31,month,0,2021-09-01
2230.3,"Fund's Board of Representatives meeting, travelling expenses",2021-07-31,ytd,0,2021-08-02
2230.4,Expenses of information disclosure of the Fund,2021-07-31,month,0,2021-09-01
2230.4,Expenses of information disclosure of the Fund,2021-07-31,ytd,0,2021-08-02
2230.5,"Designing, printing, posting... expenses",2021-07-31,month,0,2021-09-01
2230.5,"Designing, printing, posting... expenses",2021-07-31,ytd,0,2021-08-02
2231,Expenses related to execution of Fund’s asset transactions,2021-07-31,month,1081680,2021-09-01
2231,Expenses related to execution of Fund’s asset transactions,2021-07-31,ytd,27507170,2021-08-02
2231.1,Brokerage fee,2021-07-31,month,1081500,2021-09-01
2231.1,Brokerage fee,2021-07-31,ytd,7506990,2021-08-02
2231.2,Clearing settlement fee,2021-07-31,month,180,2021-09-01
2231.2,Clearing settlement fee,2021-07-31,ytd,180,2021-08-02
2232,Other expenses,2021-07-31,month,1499965,2021-09-01
2232,Other expenses,2021-07-31,ytd,22131670,2021-08-02
2232.1,Set up Expenses,2021-07-31,month,0,2021-09-01
2232.1,Set up Expenses,2021-07-31,ytd,0,2021-08-02
2232.2,"Listing, registration fees",2021-07-31,month,0,2021-09-01
2232.2,"Listing, registration fees",2021-07-31,ytd,0,2021-08-02
2232.3,Annual management fee paid to SSC,2021-07-31,month,849315,2021-09-01
2232.3,Annual management fee paid to SSC,2021-07-31,ytd,5808219,2021-08-02
2232.4,Bank charges,2021-07-31,month,650650,2021-09-01
2232.4,Bank charges,2021-07-31,ytd,15223451,2021-08-02
2232.5,Borrowing expense,2021-07-31,month,0,2021-09-01
2232.5,Borrowing expense,2021-07-31,ytd,0,2021-08-02
2232.7,Fee paid to VSD for getting the list of investors,2021-07-31,month,0,2021-09-01
2232.7,Fee paid to VSD for getting the list of investors,2021-07-31,ytd,1100000,2021-08-02
2233,Net Income from Investment Activities (= I - II),2021-07-31,month,1082484646,2021-09-01
2233,Net Income from Investment Activities (= I - II),2021-07-31,ytd,1713736882,2021-08-02
2234,Gain / (Loss) from Investment Activities,2021-07-31,month,-19158548,2021-09-01
2234,Gain / (Loss) from Investment Activities,2021-07-31,ytd,-2748463,2021-08-02
2235,Realised Gain / (Loss) from disposal of investment or real estate transfer,2021-07-31,month,0,2021-09-01
2235,Realised Gain / (Loss) from disposal of investment or real estate transfer,2021-07-31,ytd,27482643,2021-08-02
2236,Unrealised Gain / (Loss) due to market price,2021-07-31,month,-19158548,2021-09-01
2236,Unrealised Gain / (Loss) due to market price,2021-07-31,ytd,-30231106,2021-08-02
2237,Change of Net Asset Value of the Fund due to investment activities during the period (= III + IV),2021-07-31,month,1063326098,2021-09-01
2237,Change of Net Asset Value of the Fund due to investment activities during the period (= III + IV),2021-07-31,ytd,1710988419,2021-08-02
2238,Net Asset Value at the beginning of period,2021-07-31,month,212147745088,2021-09-01
2238,Net Asset Value at the beginning of period,2021-07-31,ytd,11810841053,2021-08-02
2239.1,Change of Net Asset Value due to investment activities during the period,2021-07-31,month,1063326098,2021-09-01
2239.1,Change of Net Asset Value due to investment activities during the period,2021-07-31,ytd,1710988419,2021-08-02
2239.2,Change of Net Asset Value due to  dividends payment to investors during the period,2021-07-31,month,0,2021-09-01
2239.2,Change of Net Asset Value due to  dividends payment to investors during the period,2021-07-31,ytd,0,2021-08-02
2239.3,Change of Net Asset Value due to subscription/redemption during the period,2021-07-31,month,3317810,2021-09-01
2239.3,Change of Net Asset Value due to subscription/redemption during the period,2021-07-31,ytd,199692559524,2021-08-02
2239.3.1,Change of Net Asset Value due to subscription during the period,2021-07-31,month,56040000,2021-09-01
2239.3.1,Change of Net Asset Value due to subscription during the period,2021-07-31,ytd,209342318000,2021-08-02
2239.3.2,Change of Net Asset Value due to redemption during the period,2021-07-31,month,-52722190,2021-09-01
2239.3.2,Change of Net Asset Value due to redemption during the period,2021-07-31,ytd,-9649758476,2021-08-02
2243,Net Asset Value at the end of period,2021-07-31,month,213214388996,2021-09-01
2243,Net Asset Value at the end of period,2021-07-31,ytd,213214388996,2021-08-02
2244,Average annual profit (only applicable to annual report),2021-07-31,month,0,2021-09-01
2244,Average annual profit (only applicable to annual report),2021-07-31,ytd,0,2021-08-02
2245,Average annual rate of return (only applicable to annual report),2021-07-31,month,0,2021-09-01
2245,Average annual rate of return (only applicable to annual report),2021-07-31,ytd,0,2021-08-02
,Change of Net Asset Value of the Fund during the period,2021-08-31,month,4165335449,2021-10-01
,Change of Net Asset Value of the Fund during the period,2021-08-31,ytd,205568883392,2021-09-01
,Other Expenses,2021-08-31,month,0,2021-10-01
,Other Expenses,2021-08-31,ytd,0,2021-09-01
,Other Expenses,2021-08-31,ytd,20000000,2021-09-01
,Other incomes,2021-08-31,month,0,2021-10-01
,Other incomes,2021-08-31,ytd,0,2021-09-01
2220,Income from Investment Activities,2021-08-31,month,1464556599,2021-10-01
2220,Income from Investment Activities,2021-08-31,ytd,4440188009,2021-09-01
2221,"Dividend income, interest income from bonds",2021-08-31,month,738609192,2021-10-01
2221,"Dividend income, interest income from bonds",2021-08-31,ytd,1972695534,2021-09-01
2221.1,Dividends income,2021-08-31,month,17000,2021-10-01
2221.1,Dividends income,2021-08-31,ytd,212000,2021-09-01
2221.2,Interest income from bonds,2021-08-31,month,738592192,2021-10-01
2221.2,Interest income from bonds,2021-08-31,ytd,1972483534,2021-09-01
2222,Interest income,2021-08-31,month,725947407,2021-10-01
2222,Interest income,2021-08-31,ytd,2467492475,2021-09-01
2222.1,Interest income from bank deposits,2021-08-31,month,172193983,2021-10-01
2222.1,Interest income from bank deposits,2021-08-31,ytd,920834941,2021-09-01
2222.2,Interest income from Certificates of Deposit,2021-08-31,month,553753424,2021-10-01
2222.2,Interest income from Certificates of Deposit,2021-08-31,ytd,1546657534,2021-09-01
2222.3,Interest income from reverse repo contracts,2021-08-31,month,0,2021-10-01
2222.3,Interest income from reverse repo contracts,2021-08-31,ytd,0,2021-09-01
2223.1,Other investment incomes,2021-08-31,month,0,2021-10-01
2223.1,Other investment incomes,2021-08-31,ytd,0,2021-09-01
2223.3,"Provision expense for bad debts from dividends, interest income and written off bad debts from dividends, interest income",2021-08-31,month,0,2021-10-01
2223.3,"Provision expense for bad debts from dividends, interest income and written off bad debts from dividends, interest income",2021-08-31,ytd,0,2021-09-01
2224,Expenses,2021-08-31,month,321416502,2021-10-01
2224,Expenses,2021-08-31,ytd,1583311030,2021-09-01
2225,Management Fee paid to Fund Management Company,2021-08-31,month,219424185,2021-10-01
2225,Management Fee paid to Fund Management Company,2021-08-31,ytd,776830347,2021-09-01
2226,"Custody fee, Supervising fee paid to Supervising Bank/VSD",2021-08-31,month,30172163,2021-10-01
2226,"Custody fee, Supervising fee paid to Supervising Bank/VSD",2021-08-31,ytd,239681165,2021-09-01
2226.1,Custodian service - Safe Custody Fee,2021-08-31,month,11500000,2021-10-01
2226.1,Custodian service - Safe Custody Fee,2021-08-31,ytd,92000000,2021-09-01
2226.2,Custodian service - Transaction fee,2021-08-31,month,450000,2021-10-01
2226.2,Custodian service - Transaction fee,2021-08-31,ytd,2400000,2021-09-01
2226.3,"Custodian service -  Depository fee, Position and Margin management fee paid to VSD",2021-08-31,month,72163,2021-10-01
2226.3,"Custodian service -  Depository fee, Position and Margin management fee paid to VSD",2021-08-31,ytd,81165,2021-09-01
2226.4,Supervisory fee,2021-08-31,month,18150000,2021-10-01
2226.4,Supervisory fee,2021-08-31,ytd,145200000,2021-09-01
2227,"Fund Administration Fee, and other fees paid to relevant Fund's service providers",2021-08-31,month,48262500,2021-10-01
2227,"Fund Administration Fee, and other fees paid to relevant Fund's service providers",2021-08-31,ytd,386100000,2021-09-01
2227.1,Fund Administration Fee,2021-08-31,month,37262500,2021-10-01
2227.1,Fund Administration Fee,2021-08-31,ytd,298100000,2021-09-01
2227.2,Transfer Agency Fee,2021-08-31,month,11000000,2021-10-01
2227.2,Transfer Agency Fee,2021-08-31,ytd,88000000,2021-09-01
2228,Audit fee,2021-08-31,month,7941096,2021-10-01
2228,Audit fee,2021-08-31,ytd,65690520,2021-09-01
2229,"Legal consultancy expenses, price feed fee, other valid expenses, remuneration paid to Fund's Board of Representatives",2021-08-31,month,9765919,2021-10-01
2229,"Legal consultancy expenses, price feed fee, other valid expenses, remuneration paid to Fund's Board of Representatives",2021-08-31,ytd,59317933,2021-09-01
2229.1,Remuneration of Fund's Board of Representatives,2021-08-31,month,9765919,2021-10-01
