code,line_item,period_end,measure,value,asOf
2230.4,Expenses of information disclosure of the Fund,2022-07-31,month,0,2022-09-05
2230.4,Expenses of information disclosure of the Fund,2022-07-31,ytd,0,2022-08-01
2230.5,"Designing, printing, posting... expenses",2022-07-31,month,0,2022-09-05
2230.5,"Designing, printing, posting... expenses",2022-07-31,ytd,0,2022-08-01
2231,Expenses related to execution of Fund’s asset transactions,2022-07-31,month,24908700,2022-09-05
2231,Expenses related to execution of Fund’s asset transactions,2022-07-31,ytd,193861960,2022-08-01
2231.1,Brokerage fee,2022-07-31,month,24728700,2022-09-05
2231.1,Brokerage fee,2022-07-31,ytd,146135960,2022-08-01
2231.2,Clearing settlement fee,2022-07-31,month,180000,2022-09-05
2231.2,Clearing settlement fee,2022-07-31,ytd,726000,2022-08-01
2232,Other expenses,2022-07-31,month,8091050,2022-09-05
2232,Other expenses,2022-07-31,ytd,54030864,2022-08-01
2232.1,Set up Expenses,2022-07-31,month,0,2022-09-05
2232.1,Set up Expenses,2022-07-31,ytd,0,2022-08-01
2232.2,"Listing, registration fees",2022-07-31,month,0,2022-09-05
2232.2,"Listing, registration fees",2022-07-31,ytd,0,2022-08-01
2232.3,Annual management fee paid to SSC,2022-07-31,month,0,2022-09-05
2232.3,Annual management fee paid to SSC,2022-07-31,ytd,0,2022-08-01
2232.4,Bank charges,2022-07-31,month,8091050,2022-09-05
2232.4,Bank charges,2022-07-31,ytd,51830864,2022-08-01
2232.5,Borrowing expense,2022-07-31,month,0,2022-09-05
2232.5,Borrowing expense,2022-07-31,ytd,0,2022-08-01
2232.7,Fee paid to VSD for getting the list of investors,2022-07-31,month,0,2022-09-05
2232.7,Fee paid to VSD for getting the list of investors,2022-07-31,ytd,2200000,2022-08-01
2233,Net Income from Investment Activities (= I - II),2022-07-31,month,5201341801,2022-09-05
2233,Net Income from Investment Activities (= I - II),2022-07-31,ytd,35992626662,2022-08-01
2234,Gain / (Loss) from Investment Activities,2022-07-31,month,839031847,2022-09-05
2234,Gain / (Loss) from Investment Activities,2022-07-31,ytd,1109345329,2022-08-01
2235,Realised Gain / (Loss) from disposal of investment or real estate transfer,2022-07-31,month,478737506,2022-09-05
2235,Realised Gain / (Loss) from disposal of investment or real estate transfer,2022-07-31,ytd,1287948565,2022-08-01
2236,Unrealised Gain / (Loss) due to market price,2022-07-31,month,360294341,2022-09-05
2236,Unrealised Gain / (Loss) due to market price,2022-07-31,ytd,-178603236,2022-08-01
2237,Change of Net Asset Value of the Fund due to investment activities during the period (= III + IV),2022-07-31,month,6040373648,2022-09-05
2237,Change of Net Asset Value of the Fund due to investment activities during the period (= III + IV),2022-07-31,ytd,37101971991,2022-08-01
2238,Net Asset Value at the beginning of period,2022-07-31,month,814536621585,2022-09-05
2238,Net Asset Value at the beginning of period,2022-07-31,ytd,828024026231,2022-08-01
2239.1,Change of Net Asset Value due to investment activities during the period,2022-07-31,month,6040373648,2022-09-05
2239.1,Change of Net Asset Value due to investment activities during the period,2022-07-31,ytd,37101971991,2022-08-01
2239.2,Change of Net Asset Value due to  dividends payment to investors during the period,2022-07-31,month,0,2022-09-05
2239.2,Change of Net Asset Value due to  dividends payment to investors during the period,2022-07-31,ytd,0,2022-08-01
2239.3,Change of Net Asset Value due to subscription/redemption during the period,2022-07-31,month,-2544577965,2022-09-05
2239.3,Change of Net Asset Value due to subscription/redemption during the period,2022-07-31,ytd,-47093580954,2022-08-01
2239.3.1,Change of Net Asset Value due to subscription during the period,2022-07-31,month,13241683226,2022-09-05
2239.3.1,Change of Net Asset Value due to subscription during the period,2022-07-31,ytd,221011010502,2022-08-01
2239.3.2,Change of Net Asset Value due to redemption during the period,2022-07-31,month,-15786261191,2022-09-05
2239.3.2,Change of Net Asset Value due to redemption during the period,2022-07-31,ytd,-268104591456,2022-08-01
2243,Net Asset Value at the end of period,2022-07-31,month,818032417268,2022-09-05
2243,Net Asset Value at the end of period,2022-07-31,ytd,818032417268,2022-08-01
2244,Average annual profit (only applicable to annual report),2022-07-31,month,0,2022-09-05
2244,Average annual profit (only applicable to annual report),2022-07-31,ytd,0,2022-08-01
2245,Average annual rate of return (only applicable to annual report),2022-07-31,month,0,2022-09-05
2245,Average annual rate of return (only applicable to annual report),2022-07-31,ytd,0,2022-08-01
,Change of Net Asset Value of the Fund during the period,2022-08-31,month,3047221819,2022-10-03
,Change of Net Asset Value of the Fund during the period,2022-08-31,ytd,-6944387144,2022-09-05
,Other Expenses,2022-08-31,month,0,2022-10-03
,Other Expenses,2022-08-31,month,15000000,2022-10-03
,Other Expenses,2022-08-31,ytd,0,2022-09-05
,Other Expenses,2022-08-31,ytd,62000000,2022-09-05
,Other incomes,2022-08-31,month,0,2022-10-03
,Other incomes,2022-08-31,ytd,563945205,2022-09-05
2220,Income from Investment Activities,2022-08-31,month,6366472962,2022-10-03
2220,Income from Investment Activities,2022-08-31,ytd,49495941975,2022-09-05
2221,"Dividend income, interest income from bonds",2022-08-31,month,5629925221,2022-10-03
2221,"Dividend income, interest income from bonds",2022-08-31,ytd,39950255717,2022-09-05
2221.1,Dividends income,2022-08-31,month,0,2022-10-03
2221.1,Dividends income,2022-08-31,ytd,0,2022-09-05
2221.2,Interest income from bonds,2022-08-31,month,5629925221,2022-10-03
2221.2,Interest income from bonds,2022-08-31,ytd,39950255717,2022-09-05
2222,Interest income,2022-08-31,month,736547741,2022-10-03
2222,Interest income,2022-08-31,ytd,8981741053,2022-09-05
2222.1,Interest income from bank deposits,2022-08-31,month,157931302,2022-10-03
2222.1,Interest income from bank deposits,2022-08-31,ytd,1258872560,2022-09-05
2222.2,Interest income from Certificates of Deposit,2022-08-31,month,578616439,2022-10-03
2222.2,Interest income from Certificates of Deposit,2022-08-31,ytd,7722868493,2022-09-05
2222.3,Interest income from reverse repo contracts,2022-08-31,month,0,2022-10-03
2222.3,Interest income from reverse repo contracts,2022-08-31,ytd,0,2022-09-05
2223.1,Other investment incomes,2022-08-31,month,0,2022-10-03
2223.1,Other investment incomes,2022-08-31,ytd,0,2022-09-05
2223.3,"Provision expense for bad debts from dividends, interest income and written off bad debts from dividends, interest income",2022-08-31,month,0,2022-10-03
2223.3,"Provision expense for bad debts from dividends, interest income and written off bad debts from dividends, interest income",2022-08-31,ytd,0,2022-09-05
2224,Expenses,2022-08-31,month,979627305,2022-10-03
2224,Expenses,2022-08-31,ytd,8116469656,2022-09-05
2225,Management Fee paid to Fund Management Company,2022-08-31,month,837235556,2022-10-03
2225,Management Fee paid to Fund Management Company,2022-08-31,ytd,6792676455,2022-09-05
2226,"Custody fee, Supervising fee paid to Supervising Bank/VSD",2022-08-31,month,60496890,2022-10-03
2226,"Custody fee, Supervising fee paid to Supervising Bank/VSD",2022-08-31,ytd,487545701,2022-09-05
2226.1,Custodian service - Safe Custody Fee,2022-08-31,month,27907852,2022-10-03
2226.1,Custodian service - Safe Custody Fee,2022-08-31,ytd,226422550,2022-09-05
2226.2,Custodian service - Transaction fee,2022-08-31,month,1000000,2022-10-03
2226.2,Custodian service - Transaction fee,2022-08-31,ytd,5600000,2022-09-05
2226.3,"Custodian service -  Depository fee, Position and Margin management fee paid to VSD",2022-08-31,month,890401,2022-10-03
2226.3,"Custodian service -  Depository fee, Position and Margin management fee paid to VSD",2022-08-31,ytd,6458345,2022-09-05
2226.4,Supervisory fee,2022-08-31,month,30698637,2022-10-03
2226.4,Supervisory fee,2022-08-31,ytd,249064806,2022-09-05
2227,"Fund Administration Fee, and other fees paid to relevant Fund's service providers",2022-08-31,month,34023977,2022-10-03
2227,"Fund Administration Fee, and other fees paid to relevant Fund's service providers",2022-08-31,ytd,274798601,2022-09-05
2227.1,Fund Administration Fee,2022-08-31,month,23023977,2022-10-03
2227.1,Fund Administration Fee,2022-08-31,ytd,186798601,2022-09-05
2227.2,Transfer Agency Fee,2022-08-31,month,11000000,2022-10-03
2227.2,Transfer Agency Fee,2022-08-31,ytd,88000000,2022-09-05
2228,Audit fee,2022-08-31,month,11045263,2022-10-03
2228,Audit fee,2022-08-31,ytd,80603545,2022-09-05
2229,"Legal consultancy expenses, price feed fee, other valid expenses, remuneration paid to Fund's Board of Representatives",2022-08-31,month,6329804,2022-10-03
2229,"Legal consultancy expenses, price feed fee, other valid expenses, remuneration paid to Fund's Board of Representatives",2022-08-31,ytd,141902063,2022-09-05
2229.1,Remuneration of Fund's Board of Representatives,2022-08-31,month,6329804,2022-10-03
2229.1,Remuneration of Fund's Board of Representatives,2022-08-31,ytd,67702061,2022-09-05
2229.2,Price feed fee,2022-08-31,month,0,2022-10-03
2229.2,Price feed fee,2022-08-31,ytd,74200002,2022-09-05
2229.3,Legal consultancy expenses,2022-08-31,month,0,2022-10-03
2229.3,Legal consultancy expenses,2022-08-31,ytd,0,2022-09-05
2230,"Fee for drafting, printing, distribution of prospectus, summarised prospectus, financial statements, transaction confirmations, account statements and other documents to investors; information disclosure fee; fee for organising annual general meeting, board of representatives meeting",2022-08-31,month,0,2022-10-03
2230,"Fee for drafting, printing, distribution of prospectus, summarised prospectus, financial statements, transaction confirmations, account statements and other documents to investors; information disclosure fee; fee for organising annual general meeting, board of representatives meeting",2022-08-31,ytd,60554652,2022-09-05
2230.1,Meeting expenses,2022-08-31,month,0,2022-10-03
2230.1,Meeting expenses,2022-08-31,ytd,60554652,2022-09-05
2230.2,Annual report expenses,2022-08-31,month,0,2022-10-03
2230.2,Annual report expenses,2022-08-31,ytd,0,2022-09-05
2230.3,"Fund's Board of Representatives meeting, travelling expenses",2022-08-31,month,0,2022-10-03
2230.3,"Fund's Board of Representatives meeting, travelling expenses",2022-08-31,ytd,0,2022-09-05
2230.4,Expenses of information disclosure of the Fund,2022-08-31,month,0,2022-10-03
2230.4,Expenses of information disclosure of the Fund,2022-08-31,ytd,0,2022-09-05
2230.5,"Designing, printing, posting... expenses",2022-08-31,month,0,2022-10-03
2230.5,"Designing, printing, posting... expenses",2022-08-31,ytd,0,2022-09-05
2231,Expenses related to execution of Fund’s asset transactions,2022-08-31,month,22143790,2022-10-03
2231,Expenses related to execution of Fund’s asset transactions,2022-08-31,ytd,216005750,2022-09-05
2231.1,Brokerage fee,2022-08-31,month,6993790,2022-10-03
2231.1,Brokerage fee,2022-08-31,ytd,153129750,2022-09-05
2231.2,Clearing settlement fee,2022-08-31,month,150000,2022-10-03
2231.2,Clearing settlement fee,2022-08-31,ytd,876000,2022-09-05
2232,Other expenses,2022-08-31,month,8352025,2022-10-03
2232,Other expenses,2022-08-31,ytd,62382889,2022-09-05
2232.1,Set up Expenses,2022-08-31,month,0,2022-10-03
2232.1,Set up Expenses,2022-08-31,ytd,0,2022-09-05
2232.2,"Listing, registration fees",2022-08-31,month,0,2022-10-03
2232.2,"Listing, registration fees",2022-08-31,ytd,0,2022-09-05
2232.3,Annual management fee paid to SSC,2022-08-31,month,0,2022-10-03
2232.3,Annual management fee paid to SSC,2022-08-31,ytd,0,2022-09-05
2232.4,Bank charges,2022-08-31,month,8352025,2022-10-03
2232.4,Bank charges,2022-08-31,ytd,60182889,2022-09-05
2232.5,Borrowing expense,2022-08-31,month,0,2022-10-03
2232.5,Borrowing expense,2022-08-31,ytd,0,2022-09-05
2232.7,Fee paid to VSD for getting the list of investors,2022-08-31,month,0,2022-10-03
2232.7,Fee paid to VSD for getting the list of investors,2022-08-31,ytd,2200000,2022-09-05
2233,Net Income from Investment Activities (= I - II),2022-08-31,month,5386845657,2022-10-03
2233,Net Income from Investment Activities (= I - II),2022-08-31,ytd,41379472319,2022-09-05
2234,Gain / (Loss) from Investment Activities,2022-08-31,month,441436560,2022-10-03
2234,Gain / (Loss) from Investment Activities,2022-08-31,ytd,1550781889,2022-09-05
2235,Realised Gain / (Loss) from disposal of investment or real estate transfer,2022-08-31,month,293133083,2022-10-03
2235,Realised Gain / (Loss) from disposal of investment or real estate transfer,2022-08-31,ytd,1581081648,2022-09-05
2236,Unrealised Gain / (Loss) due to market price,2022-08-31,month,148303477,2022-10-03
2236,Unrealised Gain / (Loss) due to market price,2022-08-31,ytd,-30299759,2022-09-05
2237,Change of Net Asset Value of the Fund due to investment activities during the period (= III + IV),2022-08-31,month,5828282217,2022-10-03
2237,Change of Net Asset Value of the Fund due to investment activities during the period (= III + IV),2022-08-31,ytd,42930254208,2022-09-05
2238,Net Asset Value at the beginning of period,2022-08-31,month,818032417268,2022-10-03
2238,Net Asset Value at the beginning of period,2022-08-31,ytd,828024026231,2022-09-05
2239.1,Change of Net Asset Value due to investment activities during the period,2022-08-31,month,5828282217,2022-10-03
2239.1,Change of Net Asset Value due to investment activities during the period,2022-08-31,ytd,42930254208,2022-09-05
2239.2,Change of Net Asset Value due to  dividends payment to investors during the period,2022-08-31,month,0,2022-10-03
2239.2,Change of Net Asset Value due to  dividends payment to investors during the period,2022-08-31,ytd,0,2022-09-05
2239.3,Change of Net Asset Value due to subscription/redemption during the period,2022-08-31,month,-2781060398,2022-10-03
2239.3,Change of Net Asset Value due to subscription/redemption during the period,2022-08-31,ytd,-49874641352,2022-09-05
2239.3.1,Change of Net Asset Value due to subscription during the period,2022-08-31,month,11265545296,2022-10-03
2239.3.1,Change of Net Asset Value due to subscription during the period,2022-08-31,ytd,232276555798,2022-09-05
2239.3.2,Change of Net Asset Value due to redemption during the period,2022-08-31,month,-14046605694,2022-10-03
2239.3.2,Change of Net Asset Value due to redemption during the period,2022-08-31,ytd,-282151197150,2022-09-05
2243,Net Asset Value at the end of period,2022-08-31,month,821079639087,2022-10-03
2243,Net Asset Value at the end of period,2022-08-31,ytd,821079639087,2022-09-05
2244,Average annual profit (only applicable to annual report),2022-08-31,month,0,2022-10-03
2244,Average annual profit (only applicable to annual report),2022-08-31,ytd,0,2022-09-05
2245,Average annual rate of return (only applicable to annual report),2022-08-31,month,0,2022-10-03
2245,Average annual rate of return (only applicable to annual report),2022-08-31,ytd,0,2022-09-05
,Change of Net Asset Value of the Fund during the period,2022-09-30,month,-3844195076,2022-11-01
,Change of Net Asset Value of the Fund during the period,2022-09-30,ytd,-10788582220,2022-10-03
,Other Expenses,2022-09-30,month,0,2022-11-01
,Other Expenses,2022-09-30,ytd,0,2022-10-03
,Other Expenses,2022-09-30,ytd,62000000,2022-10-03
,Other incomes,2022-09-30,month,0,2022-11-01
,Other incomes,2022-09-30,ytd,563945205,2022-10-03
2220,Income from Investment Activities,2022-09-30,month,6221328179,2022-11-01
2220,Income from Investment Activities,2022-09-30,ytd,55717270154,2022-10-03
2221,"Dividend income, interest income from bonds",2022-09-30,month,5533298333,2022-11-01
2221,"Dividend income, interest income from bonds",2022-09-30,ytd,45483554050,2022-10-03
2221.1,Dividends income,2022-09-30,month,0,2022-11-01
2221.1,Dividends income,2022-09-30,ytd,0,2022-10-03
2221.2,Interest income from bonds,2022-09-30,month,5533298333,2022-11-01
2221.2,Interest income from bonds,2022-09-30,ytd,45483554050,2022-10-03
2222,Interest income,2022-09-30,month,688029846,2022-11-01
2222,Interest income,2022-09-30,ytd,9669770899,2022-10-03
2222.1,Interest income from bank deposits,2022-09-30,month,151112037,2022-11-01
2222.1,Interest income from bank deposits,2022-09-30,ytd,1409984597,2022-10-03
2222.2,Interest income from Certificates of Deposit,2022-09-30,month,536917809,2022-11-01
2222.2,Interest income from Certificates of Deposit,2022-09-30,ytd,8259786302,2022-10-03
2222.3,Interest income from reverse repo contracts,2022-09-30,month,0,2022-11-01
2222.3,Interest income from reverse repo contracts,2022-09-30,ytd,0,2022-10-03
2223.1,Other investment incomes,2022-09-30,month,0,2022-11-01
2223.1,Other investment incomes,2022-09-30,ytd,0,2022-10-03
2223.3,"Provision expense for bad debts from dividends, interest income and written off bad debts from dividends, interest income",2022-09-30,month,0,2022-11-01
2223.3,"Provision expense for bad debts from dividends, interest income and written off bad debts from dividends, interest income",2022-09-30,ytd,0,2022-10-03
2224,Expenses,2022-09-30,month,927918750,2022-11-01
2224,Expenses,2022-09-30,ytd,9044388406,2022-10-03
2225,Management Fee paid to Fund Management Company,2022-09-30,month,809874548,2022-11-01
2225,Management Fee paid to Fund Management Company,2022-09-30,ytd,7602551003,2022-10-03
2226,"Custody fee, Supervising fee paid to Supervising Bank/VSD",2022-09-30,month,57917046,2022-11-01
2226,"Custody fee, Supervising fee paid to Supervising Bank/VSD",2022-09-30,ytd,545462747,2022-10-03
2226.1,Custodian service - Safe Custody Fee,2022-09-30,month,26995818,2022-11-01
2226.1,Custodian service - Safe Custody Fee,2022-09-30,ytd,253418368,2022-10-03
2226.2,Custodian service - Transaction fee,2022-09-30,month,300000,2022-11-01
2226.2,Custodian service - Transaction fee,2022-09-30,ytd,5900000,2022-10-03
2226.3,"Custodian service -  Depository fee, Position and Margin management fee paid to VSD",2022-09-30,month,925828,2022-11-01
2226.3,"Custodian service -  Depository fee, Position and Margin management fee paid to VSD",2022-09-30,ytd,7384173,2022-10-03
2226.4,Supervisory fee,2022-09-30,month,29695400,2022-11-01
2226.4,Supervisory fee,2022-09-30,ytd,278760206,2022-10-03
2227,"Fund Administration Fee, and other fees paid to relevant Fund's service providers",2022-09-30,month,33271550,2022-11-01
2227,"Fund Administration Fee, and other fees paid to relevant Fund's service providers",2022-09-30,ytd,308070151,2022-10-03
2227.1,Fund Administration Fee,2022-09-30,month,22271550,2022-11-01
2227.1,Fund Administration Fee,2022-09-30,ytd,209070151,2022-10-03
2227.2,Transfer Agency Fee,2022-09-30,month,11000000,2022-11-01
2227.2,Transfer Agency Fee,2022-09-30,ytd,99000000,2022-10-03
2228,Audit fee,2022-09-30,month,10688965,2022-11-01
2228,Audit fee,2022-09-30,ytd,91292510,2022-10-03
2229,"Legal consultancy expenses, price feed fee, other valid expenses, remuneration paid to Fund's Board of Representatives",2022-09-30,month,6319166,2022-11-01
2229,"Legal consultancy expenses, price feed fee, other valid expenses, remuneration paid to Fund's Board of Representatives",2022-09-30,ytd,148221229,2022-10-03
2229.1,Remuneration of Fund's Board of Representatives,2022-09-30,month,6319166,2022-11-01
2229.1,Remuneration of Fund's Board of Representatives,2022-09-30,ytd,74021227,2022-10-03
2229.2,Price feed fee,2022-09-30,month,0,2022-11-01
2229.2,Price feed fee,2022-09-30,ytd,74200002,2022-10-03
2229.3,Legal consultancy expenses,2022-09-30,month,0,2022-11-01
2229.3,Legal consultancy expenses,2022-09-30,ytd,0,2022-10-03
2230,"Fee for drafting, printing, distribution of prospectus, summarised prospectus, financial statements, transaction confirmations, account statements and other documents to investors; information disclosure fee; fee for organising annual general meeting, board of representatives meeting",2022-09-30,month,0,2022-11-01
2230,"Fee for drafting, printing, distribution of prospectus, summarised prospectus, financial statements, transaction confirmations, account statements and other documents to investors; information disclosure fee; fee for organising annual general meeting, board of representatives meeting",2022-09-30,ytd,60554652,2022-10-03
2230.1,Meeting expenses,2022-09-30,month,0,2022-11-01
2230.1,Meeting expenses,2022-09-30,ytd,60554652,2022-10-03
2230.2,Annual report expenses,2022-09-30,month,0,2022-11-01
2230.2,Annual report expenses,2022-09-30,ytd,0,2022-10-03
2230.3,"Fund's Board of Representatives meeting, travelling expenses",2022-09-30,month,0,2022-11-01
2230.3,"Fund's Board of Representatives meeting, travelling expenses",2022-09-30,ytd,0,2022-10-03
2230.4,Expenses of information disclosure of the Fund,2022-09-30,month,0,2022-11-01
2230.4,Expenses of information disclosure of the Fund,2022-09-30,ytd,0,2022-10-03
2230.5,"Designing, printing, posting... expenses",2022-09-30,month,0,2022-11-01
2230.5,"Designing, printing, posting... expenses",2022-09-30,ytd,0,2022-10-03
2231,Expenses related to execution of Fund’s asset transactions,2022-09-30,month,0,2022-11-01
2231,Expenses related to execution of Fund’s asset transactions,2022-09-30,ytd,216005750,2022-10-03
2231.1,Brokerage fee,2022-09-30,month,0,2022-11-01
2231.1,Brokerage fee,2022-09-30,ytd,153129750,2022-10-03
2231.2,Clearing settlement fee,2022-09-30,month,0,2022-11-01
2231.2,Clearing settlement fee,2022-09-30,ytd,876000,2022-10-03
2232,Other expenses,2022-09-30,month,9847475,2022-11-01
2232,Other expenses,2022-09-30,ytd,72230364,2022-10-03
2232.1,Set up Expenses,2022-09-30,month,0,2022-11-01
2232.1,Set up Expenses,2022-09-30,ytd,0,2022-10-03
2232.2,"Listing, registration fees",2022-09-30,month,0,2022-11-01
2232.2,"Listing, registration fees",2022-09-30,ytd,0,2022-10-03
2232.3,Annual management fee paid to SSC,2022-09-30,month,0,2022-11-01
2232.3,Annual management fee paid to SSC,2022-09-30,ytd,0,2022-10-03
2232.4,Bank charges,2022-09-30,month,9847475,2022-11-01
2232.4,Bank charges,2022-09-30,ytd,70030364,2022-10-03
2232.5,Borrowing expense,2022-09-30,month,0,2022-11-01
2232.5,Borrowing expense,2022-09-30,ytd,0,2022-10-03
2232.7,Fee paid to VSD for getting the list of investors,2022-09-30,month,0,2022-11-01
2232.7,Fee paid to VSD for getting the list of investors,2022-09-30,ytd,2200000,2022-10-03
2233,Net Income from Investment Activities (= I - II),2022-09-30,month,5293409429,2022-11-01
2233,Net Income from Investment Activities (= I - II),2022-09-30,ytd,46672881748,2022-10-03
2234,Gain / (Loss) from Investment Activities,2022-09-30,month,-474545084,2022-11-01
2234,Gain / (Loss) from Investment Activities,2022-09-30,ytd,1076236805,2022-10-03
2235,Realised Gain / (Loss) from disposal of investment or real estate transfer,2022-09-30,month,0,2022-11-01
2235,Realised Gain / (Loss) from disposal of investment or real estate transfer,2022-09-30,ytd,1581081648,2022-10-03
2236,Unrealised Gain / (Loss) due to market price,2022-09-30,month,-474545084,2022-11-01
2236,Unrealised Gain / (Loss) due to market price,2022-09-30,ytd,-504844843,2022-10-03
2237,Change of Net Asset Value of the Fund due to investment activities during the period (= III + IV),2022-09-30,month,4818864345,2022-11-01
2237,Change of Net Asset Value of the Fund due to investment activities during the period (= III + IV),2022-09-30,ytd,47749118553,2022-10-03
2238,Net Asset Value at the beginning of period,2022-09-30,month,821079639087,2022-11-01
2238,Net Asset Value at the beginning of period,2022-09-30,ytd,828024026231,2022-10-03
2239.1,Change of Net Asset Value due to investment activities during the period,2022-09-30,month,4818864345,2022-11-01
2239.1,Change of Net Asset Value due to investment activities during the period,2022-09-30,ytd,47749118553,2022-10-03
2239.2,Change of Net Asset Value due to  dividends payment to investors during the period,2022-09-30,month,0,2022-11-01
2239.2,Change of Net Asset Value due to  dividends payment to investors during the period,2022-09-30,ytd,0,2022-10-03
2239.3,Change of Net Asset Value due to subscription/redemption during the period,2022-09-30,month,-8663059421,2022-11-01
2239.3,Change of Net Asset Value due to subscription/redemption during the period,2022-09-30,ytd,-58537700773,2022-10-03
2239.3.1,Change of Net Asset Value due to subscription during the period,2022-09-30,month,8815639320,2022-11-01
2239.3.1,Change of Net Asset Value due to subscription during the period,2022-09-30,ytd,241092195118,2022-10-03
2239.3.2,Change of Net Asset Value due to redemption during the period,2022-09-30,month,-17478698741,2022-11-01
2239.3.2,Change of Net Asset Value due to redemption during the period,2022-09-30,ytd,-299629895891,2022-10-03
2243,Net Asset Value at the end of period,2022-09-30,month,817235444011,2022-11-01
2243,Net Asset Value at the end of period,2022-09-30,ytd,817235444011,2022-10-03
2244,Average annual profit (only applicable to annual report),2022-09-30,month,0,2022-11-01
2244,Average annual profit (only applicable to annual report),2022-09-30,ytd,0,2022-10-03
2245,Average annual rate of return (only applicable to annual report),2022-09-30,month,0,2022-11-01
2245,Average annual rate of return (only applicable to annual report),2022-09-30,ytd,0,2022-10-03
,Change of Net Asset Value of the Fund during the period,2022-10-31,month,-186150771890,2022-12-01
,Change of Net Asset Value of the Fund during the period,2022-10-31,ytd,-196939354110,2022-11-01
,Other Expenses,2022-10-31,month,0,2022-12-01
,Other Expenses,2022-10-31,month,5000000,2022-12-01
,Other Expenses,2022-10-31,ytd,0,2022-11-01
,Other Expenses,2022-10-31,ytd,67000000,2022-11-01
,Other incomes,2022-10-31,month,0,2022-12-01
,Other incomes,2022-10-31,ytd,563945205,2022-11-01
2220,Income from Investment Activities,2022-10-31,month,5553676082,2022-12-01
2220,Income from Investment Activities,2022-10-31,ytd,61270946236,2022-11-01
2221,"Dividend income, interest income from bonds",2022-10-31,month,5036243547,2022-12-01
2221,"Dividend income, interest income from bonds",2022-10-31,ytd,50519797597,2022-11-01
2221.1,Dividends income,2022-10-31,month,0,2022-12-01
2221.1,Dividends income,2022-10-31,ytd,0,2022-11-01
2221.2,Interest income from bonds,2022-10-31,month,5036243547,2022-12-01
2221.2,Interest income from bonds,2022-10-31,ytd,50519797597,2022-11-01
2222,Interest income,2022-10-31,month,517432535,2022-12-01
2222,Interest income,2022-10-31,ytd,10187203434,2022-11-01
2222.1,Interest income from bank deposits,2022-10-31,month,115528427,2022-12-01
2222.1,Interest income from bank deposits,2022-10-31,ytd,1525513024,2022-11-01
2222.2,Interest income from Certificates of Deposit,2022-10-31,month,401904108,2022-12-01
2222.2,Interest income from Certificates of Deposit,2022-10-31,ytd,8661690410,2022-11-01
2222.3,Interest income from reverse repo contracts,2022-10-31,month,0,2022-12-01
2222.3,Interest income from reverse repo contracts,2022-10-31,ytd,0,2022-11-01
2223.1,Other investment incomes,2022-10-31,month,0,2022-12-01
2223.1,Other investment incomes,2022-10-31,ytd,0,2022-11-01
2223.3,"Provision expense for bad debts from dividends, interest income and written off bad debts from dividends, interest income",2022-10-31,month,0,2022-12-01
2223.3,"Provision expense for bad debts from dividends, interest income and written off bad debts from dividends, interest income",2022-10-31,ytd,0,2022-11-01
2224,Expenses,2022-10-31,month,844161162,2022-12-01
2224,Expenses,2022-10-31,ytd,9888549568,2022-11-01
2225,Management Fee paid to Fund Management Company,2022-10-31,month,690680256,2022-12-01
2225,Management Fee paid to Fund Management Company,2022-10-31,ytd,8293231259,2022-11-01
2226,"Custody fee, Supervising fee paid to Supervising Bank/VSD",2022-10-31,month,50438302,2022-12-01
2226,"Custody fee, Supervising fee paid to Supervising Bank/VSD",2022-10-31,ytd,595901049,2022-11-01
2226.1,Custodian service - Safe Custody Fee,2022-10-31,month,23022676,2022-12-01
2226.1,Custodian service - Safe Custody Fee,2022-10-31,ytd,276441044,2022-11-01
2226.2,Custodian service - Transaction fee,2022-10-31,month,1100000,2022-12-01
2226.2,Custodian service - Transaction fee,2022-10-31,ytd,7000000,2022-11-01
2226.3,"Custodian service -  Depository fee, Position and Margin management fee paid to VSD",2022-10-31,month,990682,2022-12-01
2226.3,"Custodian service -  Depository fee, Position and Margin management fee paid to VSD",2022-10-31,ytd,8374855,2022-11-01
2226.4,Supervisory fee,2022-10-31,month,25324944,2022-12-01
2226.4,Supervisory fee,2022-10-31,ytd,304085150,2022-11-01
2227,"Fund Administration Fee, and other fees paid to relevant Fund's service providers",2022-10-31,month,29993707,2022-12-01
2227,"Fund Administration Fee, and other fees paid to relevant Fund's service providers",2022-10-31,ytd,338063858,2022-11-01
2227.1,Fund Administration Fee,2022-10-31,month,18993707,2022-12-01
2227.1,Fund Administration Fee,2022-10-31,ytd,228063858,2022-11-01
2227.2,Transfer Agency Fee,2022-10-31,month,11000000,2022-12-01
2227.2,Transfer Agency Fee,2022-10-31,ytd,110000000,2022-11-01
2228,Audit fee,2022-10-31,month,11045263,2022-12-01
2228,Audit fee,2022-10-31,ytd,102337773,2022-11-01
2229,"Legal consultancy expenses, price feed fee, other valid expenses, remuneration paid to Fund's Board of Representatives",2022-10-31,month,6329804,2022-12-01
2229,"Legal consultancy expenses, price feed fee, other valid expenses, remuneration paid to Fund's Board of Representatives",2022-10-31,ytd,154551033,2022-11-01
2229.1,Remuneration of Fund's Board of Representatives,2022-10-31,month,6329804,2022-12-01
2229.1,Remuneration of Fund's Board of Representatives,2022-10-31,ytd,80351031,2022-11-01
2229.2,Price feed fee,2022-10-31,month,0,2022-12-01
2229.2,Price feed fee,2022-10-31,ytd,74200002,2022-11-01
