code,line_item,period_end,measure,value,asOf
,Portfolio turnover rate (%) = (Total value of purchase transactions + total value of sales transactions) x 100%/ (2 x Average NAV) (**),2021-05-31,month,0.560987721344121,2021-07-02
2265,Management fee paid to the fund management company/Average NAV (%),2021-05-31,month,0.0122329729106065,2021-07-02
2266,Custody and supervising fees paid to the Supervisory Bank/Average NAV (%),2021-05-31,month,0.000868923445906712,2021-07-02
2267,Auditing fee paid to auditing organizations (if any)/Average NAV (%),2021-05-31,month,0.00013488263418755,2021-07-02
2268,"Legal consultancy, price quotation and other appropriate service fees; remunerations paid to the Board of Representatives/Average NAV (%)",2021-05-31,month,0.000136868068256938,2021-07-02
2269,Expense/Average NAV (%),2021-05-31,month,0.0142077910668243,2021-07-02
2273,Fund scale at the beginning of the period (based on par value of fund certificate),2021-05-31,month,418699977000,2021-07-02
2274,Total value of outstanding Fund Certificate at the beginning of period,2021-05-31,month,418699977000,2021-07-02
2275,Total number of outstanding Fund Certificate at the beginning of period,2021-05-31,month,41869997.7,2021-07-02
2276,Change of Fund scale during the period (based on par value of fund certificate),2021-05-31,month,-31701296000,2021-07-02
2277,Number of Fund Certificates subscribed during the period,2021-05-31,month,1181550.67,2021-07-02
2278,Net subscription amount during the period (based on par value),2021-05-31,month,11815506700,2021-07-02
2279,Fund scale at the end of the period (based on par value),2021-05-31,month,386998681000,2021-07-02
2280,Total value of outstanding Fund Certificate at the end of the period (based on par value),2021-05-31,month,386998681000,2021-07-02
2281,Total number of outstanding Fund Certificate at the end of the period,2021-05-31,month,38699868.1,2021-07-02
2282,Fund Management Company and related parties' ownership ratio at the end of the period,2021-05-31,month,0.0549740413714743,2021-07-02
2283,Top 10 investors' ownership ratio at the end of the period,2021-05-31,month,0.1723,2021-07-02
2284,Foreign investors' ownership ratio at the end of the period,2021-05-31,month,0.0739,2021-07-02
2285,Net asset value per Fund Certificate at the end of period,2021-05-31,month,21371.67,2021-07-02
22661,"Fund admin fee, and other fees paid to relating services providers by the fund management company/Average NAV (%)",2021-05-31,month,0.000496549009348266,2021-07-02
22761,Change of Number of Fund Certificates during the period,2021-05-31,month,-3170129.6,2021-07-02
22762,Change in capital amount during the period (based on par value),2021-05-31,month,-31701296000,2021-07-02
22781,Number of Fund Certificates redeemed during the period,2021-05-31,month,-4351680.27,2021-07-02
22782,Net redemption amount during the period (based on par value),2021-05-31,month,-43516802700,2021-07-02
22841,Number of investors of the Fund at the end of the period,2021-05-31,month,1554,2021-07-02
,Portfolio turnover rate (%) = (Total value of purchase transactions + total value of sales transactions) x 100%/ (2 x Average NAV) (**),2021-06-30,month,0,2021-08-03
2265,Management fee paid to the fund management company/Average NAV (%),2021-06-30,month,0.0118383500860134,2021-08-03
2266,Custody and supervising fees paid to the Supervisory Bank/Average NAV (%),2021-06-30,month,0.000834515171535035,2021-08-03
2267,Auditing fee paid to auditing organizations (if any)/Average NAV (%),2021-06-30,month,0.000135742651555085,2021-08-03
2268,"Legal consultancy, price quotation and other appropriate service fees; remunerations paid to the Board of Representatives/Average NAV (%)",2021-06-30,month,0.000512219830523509,2021-08-03
2269,Expense/Average NAV (%),2021-06-30,month,0.0138458588652374,2021-08-03
2273,Fund scale at the beginning of the period (based on par value of fund certificate),2021-06-30,month,386998681000,2021-08-03
2274,Total value of outstanding Fund Certificate at the beginning of period,2021-06-30,month,386998681000,2021-08-03
2275,Total number of outstanding Fund Certificate at the beginning of period,2021-06-30,month,38699868.1,2021-08-03
2276,Change of Fund scale during the period (based on par value of fund certificate),2021-06-30,month,-7446573700,2021-08-03
2277,Number of Fund Certificates subscribed during the period,2021-06-30,month,1804275.75,2021-08-03
2278,Net subscription amount during the period (based on par value),2021-06-30,month,18042757500,2021-08-03
2279,Fund scale at the end of the period (based on par value),2021-06-30,month,379552107300,2021-08-03
2280,Total value of outstanding Fund Certificate at the end of the period (based on par value),2021-06-30,month,379552107300,2021-08-03
2281,Total number of outstanding Fund Certificate at the end of the period,2021-06-30,month,37955210.73,2021-08-03
2282,Fund Management Company and related parties' ownership ratio at the end of the period,2021-06-30,month,0.0561941193047883,2021-08-03
2283,Top 10 investors' ownership ratio at the end of the period,2021-06-30,month,0.18,2021-08-03
2284,Foreign investors' ownership ratio at the end of the period,2021-06-30,month,0.0878,2021-08-03
2285,Net asset value per Fund Certificate at the end of period,2021-06-30,month,21489.65,2021-08-03
22661,"Fund admin fee, and other fees paid to relating services providers by the fund management company/Average NAV (%)",2021-06-30,month,0.000492676042739072,2021-08-03
22761,Change of Number of Fund Certificates during the period,2021-06-30,month,-744657.37,2021-08-03
22762,Change in capital amount during the period (based on par value),2021-06-30,month,-7446573700,2021-08-03
22781,Number of Fund Certificates redeemed during the period,2021-06-30,month,-2548933.12,2021-08-03
22782,Net redemption amount during the period (based on par value),2021-06-30,month,-25489331200,2021-08-03
22841,Number of investors of the Fund at the end of the period,2021-06-30,month,1582,2021-08-03
,Portfolio turnover rate (%) = (Total value of purchase transactions + total value of sales transactions) x 100%/ (2 x Average NAV) (**),2021-07-31,month,0.250429541490174,2021-09-06
2265,Management fee paid to the fund management company/Average NAV (%),2021-07-31,month,0.0122329986756389,2021-09-06
2266,Custody and supervising fees paid to the Supervisory Bank/Average NAV (%),2021-07-31,month,0.000859171949875399,2021-09-06
2267,Auditing fee paid to auditing organizations (if any)/Average NAV (%),2021-07-31,month,0.000155768297639883,2021-09-06
2268,"Legal consultancy, price quotation and other appropriate service fees; remunerations paid to the Board of Representatives/Average NAV (%)",2021-07-31,month,0.000139731412660943,2021-09-06
2269,Expense/Average NAV (%),2021-07-31,month,0.0139906081667062,2021-09-06
2273,Fund scale at the beginning of the period (based on par value of fund certificate),2021-07-31,month,379552107300,2021-09-06
2274,Total value of outstanding Fund Certificate at the beginning of period,2021-07-31,month,379552107300,2021-09-06
2275,Total number of outstanding Fund Certificate at the beginning of period,2021-07-31,month,37955210.73,2021-09-06
2276,Change of Fund scale during the period (based on par value of fund certificate),2021-07-31,month,15667843400,2021-09-06
2277,Number of Fund Certificates subscribed during the period,2021-07-31,month,3206124.57,2021-09-06
2278,Net subscription amount during the period (based on par value),2021-07-31,month,32061245700,2021-09-06
2279,Fund scale at the end of the period (based on par value),2021-07-31,month,395219950700,2021-09-06
2280,Total value of outstanding Fund Certificate at the end of the period (based on par value),2021-07-31,month,395219950700,2021-09-06
2281,Total number of outstanding Fund Certificate at the end of the period,2021-07-31,month,39521995.07,2021-09-06
2282,Fund Management Company and related parties' ownership ratio at the end of the period,2021-07-31,month,0.0891614963707853,2021-09-06
2283,Top 10 investors' ownership ratio at the end of the period,2021-07-31,month,0.211,2021-09-06
2284,Foreign investors' ownership ratio at the end of the period,2021-07-31,month,0.0843,2021-09-06
2285,Net asset value per Fund Certificate at the end of period,2021-07-31,month,21611.97,2021-09-06
22661,"Fund admin fee, and other fees paid to relating services providers by the fund management company/Average NAV (%)",2021-07-31,month,0.000501076281431778,2021-09-06
22761,Change of Number of Fund Certificates during the period,2021-07-31,month,1566784.34,2021-09-06
22762,Change in capital amount during the period (based on par value),2021-07-31,month,15667843400,2021-09-06
22781,Number of Fund Certificates redeemed during the period,2021-07-31,month,-1639340.23,2021-09-06
22782,Net redemption amount during the period (based on par value),2021-07-31,month,-16393402300,2021-09-06
22841,Number of investors of the Fund at the end of the period,2021-07-31,month,1683,2021-09-06
,Portfolio turnover rate (%) = (Total value of purchase transactions + total value of sales transactions) x 100%/ (2 x Average NAV) (**),2021-08-31,month,0.695712887970277,2021-10-04
2265,Management fee paid to the fund management company/Average NAV (%),2021-08-31,month,0.0122329412969892,2021-10-04
2266,Custody and supervising fees paid to the Supervisory Bank/Average NAV (%),2021-08-31,month,0.000860464670729486,2021-10-04
2267,Auditing fee paid to auditing organizations (if any)/Average NAV (%),2021-08-31,month,0.000151477586123082,2021-10-04
2268,"Legal consultancy, price quotation and other appropriate service fees; remunerations paid to the Board of Representatives/Average NAV (%)",2021-08-31,month,0.000135359228829912,2021-10-04
2269,Expense/Average NAV (%),2021-08-31,month,0.0141825057869031,2021-10-04
2273,Fund scale at the beginning of the period (based on par value of fund certificate),2021-08-31,month,395219950700,2021-10-04
2274,Total value of outstanding Fund Certificate at the beginning of period,2021-08-31,month,395219950700,2021-10-04
2275,Total number of outstanding Fund Certificate at the beginning of period,2021-08-31,month,39521995.07,2021-10-04
2276,Change of Fund scale during the period (based on par value of fund certificate),2021-08-31,month,10126575900,2021-10-04
2277,Number of Fund Certificates subscribed during the period,2021-08-31,month,2725929.7,2021-10-04
2278,Net subscription amount during the period (based on par value),2021-08-31,month,27259297000,2021-10-04
2279,Fund scale at the end of the period (based on par value),2021-08-31,month,405346526600,2021-10-04
2280,Total value of outstanding Fund Certificate at the end of the period (based on par value),2021-08-31,month,405346526600,2021-10-04
2281,Total number of outstanding Fund Certificate at the end of the period,2021-08-31,month,40534652.66,2021-10-04
2282,Fund Management Company and related parties' ownership ratio at the end of the period,2021-08-31,month,0.143854188388153,2021-10-04
2283,Top 10 investors' ownership ratio at the end of the period,2021-08-31,month,0.2626,2021-10-04
2284,Foreign investors' ownership ratio at the end of the period,2021-08-31,month,0.0822,2021-10-04
2285,Net asset value per Fund Certificate at the end of period,2021-08-31,month,21726.73,2021-10-04
22661,"Fund admin fee, and other fees paid to relating services providers by the fund management company/Average NAV (%)",2021-08-31,month,0.000494632993098689,2021-10-04
22761,Change of Number of Fund Certificates during the period,2021-08-31,month,1012657.59,2021-10-04
22762,Change in capital amount during the period (based on par value),2021-08-31,month,10126575900,2021-10-04
22781,Number of Fund Certificates redeemed during the period,2021-08-31,month,-1713272.11,2021-10-04
22782,Net redemption amount during the period (based on par value),2021-08-31,month,-17132721100,2021-10-04
22841,Number of investors of the Fund at the end of the period,2021-08-31,month,1866,2021-10-04
,Portfolio turnover rate (%) = (Total value of purchase transactions + total value of sales transactions) x 100%/ (2 x Average NAV) (**),2021-09-30,month,0.269366503152348,2021-11-02
2265,Management fee paid to the fund management company/Average NAV (%),2021-09-30,month,0.0118384727540911,2021-11-02
2266,Custody and supervising fees paid to the Supervisory Bank/Average NAV (%),2021-09-30,month,0.000829973055585433,2021-11-02
2267,Auditing fee paid to auditing organizations (if any)/Average NAV (%),2021-09-30,month,0.000135352078956331,2021-11-02
2268,"Legal consultancy, price quotation and other appropriate service fees; remunerations paid to the Board of Representatives/Average NAV (%)",2021-09-30,month,0.000374899883547755,2021-11-02
2269,Expense/Average NAV (%),2021-09-30,month,0.0137791913487636,2021-11-02
2273,Fund scale at the beginning of the period (based on par value of fund certificate),2021-09-30,month,405346526600,2021-11-02
2274,Total value of outstanding Fund Certificate at the beginning of period,2021-09-30,month,405346526600,2021-11-02
2275,Total number of outstanding Fund Certificate at the beginning of period,2021-09-30,month,40534652.66,2021-11-02
2276,Change of Fund scale during the period (based on par value of fund certificate),2021-09-30,month,31722648500,2021-11-02
2277,Number of Fund Certificates subscribed during the period,2021-09-30,month,5089216.64,2021-11-02
2278,Net subscription amount during the period (based on par value),2021-09-30,month,50892166400,2021-11-02
2279,Fund scale at the end of the period (based on par value),2021-09-30,month,437069175100,2021-11-02
2280,Total value of outstanding Fund Certificate at the end of the period (based on par value),2021-09-30,month,437069175100,2021-11-02
2281,Total number of outstanding Fund Certificate at the end of the period,2021-09-30,month,43706917.51,2021-11-02
2282,Fund Management Company and related parties' ownership ratio at the end of the period,2021-09-30,month,0.185649091774626,2021-11-02
2283,Top 10 investors' ownership ratio at the end of the period,2021-09-30,month,0.3366,2021-11-02
2284,Foreign investors' ownership ratio at the end of the period,2021-09-30,month,0.0763,2021-11-02
2285,Net asset value per Fund Certificate at the end of period,2021-09-30,month,21839.46,2021-11-02
22661,"Fund admin fee, and other fees paid to relating services providers by the fund management company/Average NAV (%)",2021-09-30,month,0.000471830483220363,2021-11-02
22761,Change of Number of Fund Certificates during the period,2021-09-30,month,3172264.85,2021-11-02
22762,Change in capital amount during the period (based on par value),2021-09-30,month,31722648500,2021-11-02
22781,Number of Fund Certificates redeemed during the period,2021-09-30,month,-1916951.79,2021-11-02
22782,Net redemption amount during the period (based on par value),2021-09-30,month,-19169517900,2021-11-02
22841,Number of investors of the Fund at the end of the period,2021-09-30,month,2011,2021-11-02
,Portfolio turnover rate (%) = (Total value of purchase transactions + total value of sales transactions) x 100%/ (2 x Average NAV) (**),2021-10-31,month,1.33535867065773,2021-12-03
2265,Management fee paid to the fund management company/Average NAV (%),2021-10-31,month,0.0122330560764323,2021-12-03
2266,Custody and supervising fees paid to the Supervisory Bank/Average NAV (%),2021-10-31,month,0.000860134491984267,2021-12-03
2267,Auditing fee paid to auditing organizations (if any)/Average NAV (%),2021-10-31,month,0.000139159329450847,2021-12-03
2268,"Legal consultancy, price quotation and other appropriate service fees; remunerations paid to the Board of Representatives/Average NAV (%)",2021-10-31,month,0.000124351714811102,2021-12-03
2269,Expense/Average NAV (%),2021-10-31,month,0.0140640492074733,2021-12-03
2273,Fund scale at the beginning of the period (based on par value of fund certificate),2021-10-31,month,437069175100,2021-12-03
2274,Total value of outstanding Fund Certificate at the beginning of period,2021-10-31,month,437069175100,2021-12-03
2275,Total number of outstanding Fund Certificate at the beginning of period,2021-10-31,month,43706917.51,2021-12-03
2276,Change of Fund scale during the period (based on par value of fund certificate),2021-10-31,month,-8524415700,2021-12-03
2277,Number of Fund Certificates subscribed during the period,2021-10-31,month,2803209.52,2021-12-03
2278,Net subscription amount during the period (based on par value),2021-10-31,month,28032095200,2021-12-03
2279,Fund scale at the end of the period (based on par value),2021-10-31,month,428544759400,2021-12-03
2280,Total value of outstanding Fund Certificate at the end of the period (based on par value),2021-10-31,month,428544759400,2021-12-03
2281,Total number of outstanding Fund Certificate at the end of the period,2021-10-31,month,42854475.94,2021-12-03
2282,Fund Management Company and related parties' ownership ratio at the end of the period,2021-10-31,month,0.242928505871259,2021-12-03
2283,Top 10 investors' ownership ratio at the end of the period,2021-10-31,month,0.3881,2021-12-03
2284,Foreign investors' ownership ratio at the end of the period,2021-10-31,month,0.0781,2021-12-03
2285,Net asset value per Fund Certificate at the end of period,2021-10-31,month,21965.1,2021-12-03
22661,"Fund admin fee, and other fees paid to relating services providers by the fund management company/Average NAV (%)",2021-10-31,month,0.00048278528092138,2021-12-03
22761,Change of Number of Fund Certificates during the period,2021-10-31,month,-852441.57,2021-12-03
22762,Change in capital amount during the period (based on par value),2021-10-31,month,-8524415700,2021-12-03
22781,Number of Fund Certificates redeemed during the period,2021-10-31,month,-3655651.09,2021-12-03
22782,Net redemption amount during the period (based on par value),2021-10-31,month,-36556510900,2021-12-03
22841,Number of investors of the Fund at the end of the period,2021-10-31,month,2125,2021-12-03
,Portfolio turnover rate (%) = (Total value of purchase transactions + total value of sales transactions) x 100%/ (2 x Average NAV) (**),2021-11-30,month,1.60103598663987,2022-01-05
2265,Management fee paid to the fund management company/Average NAV (%),2021-11-30,month,0.0118382884051728,2022-01-05
2266,Custody and supervising fees paid to the Supervisory Bank/Average NAV (%),2021-11-30,month,0.00083798398311414,2022-01-05
2267,Auditing fee paid to auditing organizations (if any)/Average NAV (%),2021-11-30,month,0.000140548857356999,2022-01-05
2268,"Legal consultancy, price quotation and other appropriate service fees; remunerations paid to the Board of Representatives/Average NAV (%)",2021-11-30,month,0.000129452107258873,2022-01-05
2269,Expense/Average NAV (%),2021-11-30,month,0.0140238116375757,2022-01-05
2273,Fund scale at the beginning of the period (based on par value of fund certificate),2021-11-30,month,428544759400,2022-01-05
2274,Total value of outstanding Fund Certificate at the beginning of period,2021-11-30,month,428544759400,2022-01-05
2275,Total number of outstanding Fund Certificate at the beginning of period,2021-11-30,month,42854475.94,2022-01-05
2276,Change of Fund scale during the period (based on par value of fund certificate),2021-11-30,month,-27361637100,2022-01-05
2277,Number of Fund Certificates subscribed during the period,2021-11-30,month,575420,2022-01-05
2278,Net subscription amount during the period (based on par value),2021-11-30,month,5754200000,2022-01-05
2279,Fund scale at the end of the period (based on par value),2021-11-30,month,401183122300,2022-01-05
2280,Total value of outstanding Fund Certificate at the end of the period (based on par value),2021-11-30,month,401183122300,2022-01-05
2281,Total number of outstanding Fund Certificate at the end of the period,2021-11-30,month,40118312.23,2022-01-05
2282,Fund Management Company and related parties' ownership ratio at the end of the period,2021-11-30,month,0.259060517063033,2022-01-05
2283,Top 10 investors' ownership ratio at the end of the period,2021-11-30,month,0.4078,2022-01-05
2284,Foreign investors' ownership ratio at the end of the period,2021-11-30,month,0.0844,2022-01-05
2285,Net asset value per Fund Certificate at the end of period,2021-11-30,month,22084.79,2022-01-05
22661,"Fund admin fee, and other fees paid to relating services providers by the fund management company/Average NAV (%)",2021-11-30,month,0.000478270848976169,2022-01-05
22761,Change of Number of Fund Certificates during the period,2021-11-30,month,-2736163.71,2022-01-05
22762,Change in capital amount during the period (based on par value),2021-11-30,month,-27361637100,2022-01-05
22781,Number of Fund Certificates redeemed during the period,2021-11-30,month,-3311583.71,2022-01-05
22782,Net redemption amount during the period (based on par value),2021-11-30,month,-33115837100,2022-01-05
22841,Number of investors of the Fund at the end of the period,2021-11-30,month,2167,2022-01-05
,Portfolio turnover rate (%) = (Total value of purchase transactions + total value of sales transactions) x 100%/ (2 x Average NAV) (**),2021-12-31,month,2.05336136409856,2022-02-08
2265,Management fee paid to the fund management company/Average NAV (%),2021-12-31,month,0.01223299877016,2022-02-08
2266,Custody and supervising fees paid to the Supervisory Bank/Average NAV (%),2021-12-31,month,0.000874365899533538,2022-02-08
2267,Auditing fee paid to auditing organizations (if any)/Average NAV (%),2021-12-31,month,0.000151769135362754,2022-02-08
2268,"Legal consultancy, price quotation and other appropriate service fees; remunerations paid to the Board of Representatives/Average NAV (%)",2021-12-31,month,0.000442224461723021,2022-02-08
2269,Expense/Average NAV (%),2021-12-31,month,0.0148366983980157,2022-02-08
2273,Fund scale at the beginning of the period (based on par value of fund certificate),2021-12-31,month,401183122300,2022-02-08
2274,Total value of outstanding Fund Certificate at the beginning of period,2021-12-31,month,401183122300,2022-02-08
2275,Total number of outstanding Fund Certificate at the beginning of period,2021-12-31,month,40118312.23,2022-02-08
2276,Change of Fund scale during the period (based on par value of fund certificate),2021-12-31,month,-29516028400,2022-02-08
2277,Number of Fund Certificates subscribed during the period,2021-12-31,month,517164.92,2022-02-08
2278,Net subscription amount during the period (based on par value),2021-12-31,month,5171649200,2022-02-08
2279,Fund scale at the end of the period (based on par value),2021-12-31,month,371667093900,2022-02-08
2280,Total value of outstanding Fund Certificate at the end of the period (based on par value),2021-12-31,month,371667093900,2022-02-08
2281,Total number of outstanding Fund Certificate at the end of the period,2021-12-31,month,37166709.39,2022-02-08
2282,Fund Management Company and related parties' ownership ratio at the end of the period,2021-12-31,month,0.279646649665371,2022-02-08
2283,Top 10 investors' ownership ratio at the end of the period,2021-12-31,month,0.4411,2022-02-08
2284,Foreign investors' ownership ratio at the end of the period,2021-12-31,month,0.091,2022-02-08
2285,Net asset value per Fund Certificate at the end of period,2021-12-31,month,22278.64,2022-02-08
22661,"Fund admin fee, and other fees paid to relating services providers by the fund management company/Average NAV (%)",2021-12-31,month,0.00049616413954526,2022-02-08
22761,Change of Number of Fund Certificates during the period,2021-12-31,month,-2951602.84,2022-02-08
22762,Change in capital amount during the period (based on par value),2021-12-31,month,-29516028400,2022-02-08
22781,Number of Fund Certificates redeemed during the period,2021-12-31,month,-3468767.76,2022-02-08
22782,Net redemption amount during the period (based on par value),2021-12-31,month,-34687677600,2022-02-08
22841,Number of investors of the Fund at the end of the period,2021-12-31,month,2238,2022-02-08
,Portfolio turnover rate (%) = (Total value of purchase transactions + total value of sales transactions) x 100%/ (2 x Average NAV) (**),2022-01-31,month,1.34411139383811,2022-03-02
2265,Management fee paid to the fund management company/Average NAV (%),2022-01-31,month,0.0122329746617042,2022-03-02
2266,Custody and supervising fees paid to the Supervisory Bank/Average NAV (%),2022-01-31,month,0.000877100588257188,2022-03-02
2267,Auditing fee paid to auditing organizations (if any)/Average NAV (%),2022-01-31,month,0.000128103607419177,2022-03-02
2268,"Legal consultancy, price quotation and other appropriate service fees; remunerations paid to the Board of Representatives/Average NAV (%)",2022-01-31,month,0.000129989256139737,2022-03-02
2269,Expense/Average NAV (%),2022-01-31,month,0.0143197386068362,2022-03-02
2273,Fund scale at the beginning of the period (based on par value of fund certificate),2022-01-31,month,371667093900,2022-03-02
2274,Total value of outstanding Fund Certificate at the beginning of period,2022-01-31,month,371667093900,2022-03-02
2275,Total number of outstanding Fund Certificate at the beginning of period,2022-01-31,month,37166709.39,2022-03-02
2276,Change of Fund scale during the period (based on par value of fund certificate),2022-01-31,month,37412639000,2022-03-02
2277,Number of Fund Certificates subscribed during the period,2022-01-31,month,5546946.07,2022-03-02
2278,Net subscription amount during the period (based on par value),2022-01-31,month,55469460700,2022-03-02
2279,Fund scale at the end of the period (based on par value),2022-01-31,month,409079732900,2022-03-02
2280,Total value of outstanding Fund Certificate at the end of the period (based on par value),2022-01-31,month,409079732900,2022-03-02
2281,Total number of outstanding Fund Certificate at the end of the period,2022-01-31,month,40907973.29,2022-03-02
2282,Fund Management Company and related parties' ownership ratio at the end of the period,2022-01-31,month,0.25424448227413,2022-03-02
2283,Top 10 investors' ownership ratio at the end of the period,2022-01-31,month,0.5106,2022-03-02
2284,Foreign investors' ownership ratio at the end of the period,2022-01-31,month,0.0827,2022-03-02
2285,Net asset value per Fund Certificate at the end of period,2022-01-31,month,22377.48,2022-03-02
22661,"Fund admin fee, and other fees paid to relating services providers by the fund management company/Average NAV (%)",2022-01-31,month,0.000482845313346077,2022-03-02
22761,Change of Number of Fund Certificates during the period,2022-01-31,month,3741263.9,2022-03-02
22762,Change in capital amount during the period (based on par value),2022-01-31,month,37412639000,2022-03-02
22781,Number of Fund Certificates redeemed during the period,2022-01-31,month,-1805682.17,2022-03-02
22782,Net redemption amount during the period (based on par value),2022-01-31,month,-18056821700,2022-03-02
22841,Number of investors of the Fund at the end of the period,2022-01-31,month,2320,2022-03-02
,Portfolio turnover rate (%) = (Total value of purchase transactions + total value of sales transactions) x 100%/ (2 x Average NAV) (**),2022-02-28,month,0.329833617313616,2022-04-04
2265,Management fee paid to the fund management company/Average NAV (%),2022-02-28,month,0.0110490253442746,2022-04-04
2266,Custody and supervising fees paid to the Supervisory Bank/Average NAV (%),2022-02-28,month,0.000785327284804913,2022-04-04
2267,Auditing fee paid to auditing organizations (if any)/Average NAV (%),2022-02-28,month,0.000114633443563755,2022-04-04
2268,"Legal consultancy, price quotation and other appropriate service fees; remunerations paid to the Board of Representatives/Average NAV (%)",2022-02-28,month,0.000127808121477448,2022-04-04
2269,Expense/Average NAV (%),2022-02-28,month,0.0128872577642266,2022-04-04
2273,Fund scale at the beginning of the period (based on par value of fund certificate),2022-02-28,month,409079732900,2022-04-04
2274,Total value of outstanding Fund Certificate at the beginning of period,2022-02-28,month,409079732900,2022-04-04
2275,Total number of outstanding Fund Certificate at the beginning of period,2022-02-28,month,40907973.29,2022-04-04
2276,Change of Fund scale during the period (based on par value of fund certificate),2022-02-28,month,-9825111500,2022-04-04
2277,Number of Fund Certificates subscribed during the period,2022-02-28,month,1135592.12,2022-04-04
2278,Net subscription amount during the period (based on par value),2022-02-28,month,11355921200,2022-04-04
2279,Fund scale at the end of the period (based on par value),2022-02-28,month,399254621400,2022-04-04
2280,Total value of outstanding Fund Certificate at the end of the period (based on par value),2022-02-28,month,399254621400,2022-04-04
2281,Total number of outstanding Fund Certificate at the end of the period,2022-02-28,month,39925462.14,2022-04-04
2282,Fund Management Company and related parties' ownership ratio at the end of the period,2022-02-28,month,0.260437341803052,2022-04-04
2283,Top 10 investors' ownership ratio at the end of the period,2022-02-28,month,0.5257,2022-04-04
2284,Foreign investors' ownership ratio at the end of the period,2022-02-28,month,0.0848,2022-04-04
2285,Net asset value per Fund Certificate at the end of period,2022-02-28,month,22505.15,2022-04-04
22661,"Fund admin fee, and other fees paid to relating services providers by the fund management company/Average NAV (%)",2022-02-28,month,0.000448928656108105,2022-04-04
22761,Change of Number of Fund Certificates during the period,2022-02-28,month,-982511.15,2022-04-04
22762,Change in capital amount during the period (based on par value),2022-02-28,month,-9825111500,2022-04-04
22781,Number of Fund Certificates redeemed during the period,2022-02-28,month,-2118103.27,2022-04-04
22782,Net redemption amount during the period (based on par value),2022-02-28,month,-21181032700,2022-04-04
22841,Number of investors of the Fund at the end of the period,2022-02-28,month,2401,2022-04-04
,Change of Fund scale during the period (based on par value),2022-03-31,month,-24101406300,2022-05-05
,Fund scale at the beginning of the period (based on par value),2022-03-31,month,399254621400,2022-05-05
,Portfolio turnover rate (%) = (Total value of purchase transactions + total value of sales transactions) x 100%/ (2 x Average NAV) (**),2022-03-31,month,1.71981232194048,2022-05-05
,Total value of outstanding Fund Certificate at the beginning of period (based on par value),2022-03-31,month,399254621400,2022-05-05
2265,Management fee paid to the fund management company/Average NAV (%),2022-03-31,month,0.0122330504984307,2022-05-05
2266,Custody and supervising fees paid to the Supervisory Bank/Average NAV (%),2022-03-31,month,0.000876011832349719,2022-05-05
2267,Auditing fee paid to auditing organizations (if any)/Average NAV (%),2022-03-31,month,0.000132539287676668,2022-05-05
2268,"Legal consultancy, price quotation and other appropriate service fees; remunerations paid to the Board of Representatives/Average NAV (%)",2022-03-31,month,0.000134490228553655,2022-05-05
2269,Expense/Average NAV (%),2022-03-31,month,0.014492322523779,2022-05-05
2273,Fund scale at the beginning of the period (based on par value of fund certificate),2022-03-31,month,399254621400,2022-04-04
2274,Total value of outstanding Fund Certificate at the beginning of period,2022-03-31,month,399254621400,2022-04-04
2275,Total number of outstanding Fund Certificate at the beginning of period,2022-03-31,month,39925462.14,2022-05-05
2276,Change of Fund scale during the period (based on par value of fund certificate),2022-03-31,month,-24101406300,2022-04-04
2277,Number of Fund Certificates subscribed during the period,2022-03-31,month,547464.41,2022-05-05
2278,Net subscription amount during the period (based on par value),2022-03-31,month,5474644100,2022-05-05
2279,Fund scale at the end of the period (based on par value),2022-03-31,month,375153215100,2022-05-05
2280,Total value of outstanding Fund Certificate at the end of the period (based on par value),2022-03-31,month,375153215100,2022-05-05
2281,Total number of outstanding Fund Certificate at the end of the period,2022-03-31,month,37515321.51,2022-05-05
2282,Fund Management Company and related parties' ownership ratio at the end of the period,2022-03-31,month,0.277170100680819,2022-05-05
2283,Top 10 investors' ownership ratio at the end of the period,2022-03-31,month,0.5549,2022-05-05
2284,Foreign investors' ownership ratio at the end of the period,2022-03-31,month,0.091,2022-05-05
2285,Net asset value per Fund Certificate at the end of period,2022-03-31,month,22646.6,2022-05-05
22661,"Fund admin fee, and other fees paid to relating services providers by the fund management company/Average NAV (%)",2022-03-31,month,0.000487917952949583,2022-05-05
22761,Change of Number of Fund Certificates during the period,2022-03-31,month,-2410140.63,2022-05-05
22762,Change in capital amount during the period (based on par value),2022-03-31,month,-24101406300,2022-05-05
22781,Number of Fund Certificates redeemed during the period,2022-03-31,month,-2957605.04,2022-05-05
22782,Net redemption amount during the period (based on par value),2022-03-31,month,-29576050400,2022-05-05
22841,Number of investors of the Fund at the end of the period,2022-03-31,month,2439,2022-05-05
,Change of Fund scale during the period (based on par value),2022-04-30,month,-11712962000,2022-06-01
,Fund scale at the beginning of the period (based on par value),2022-04-30,month,375153215100,2022-06-01
,Portfolio turnover rate (%) = (Total value of purchase transactions + total value of sales transactions) x 100%/ (2 x Average NAV) (**),2022-04-30,month,2.00901642402094,2022-06-01
,Total value of outstanding Fund Certificate at the beginning of period (based on par value),2022-04-30,month,375153215100,2022-06-01
2265,Management fee paid to the fund management company/Average NAV (%),2022-04-30,month,0.0118384658122698,2022-06-01
2266,Custody and supervising fees paid to the Supervisory Bank/Average NAV (%),2022-04-30,month,0.000853147936423951,2022-06-01
