code,line_item,period_end,measure,value,asOf
2283,Top 10 investors' ownership ratio at the end of the period,2022-10-31,month,0.5196,2022-12-01
2284,Foreign investors' ownership ratio at the end of the period (***),2022-10-31,month,0.1287,2022-12-01
2285,Net asset value per Fund Certificate at the end of period,2022-10-31,month,23711.93,2022-12-01
22661,"Fund admin fee, and other fees paid to relating services providers by the fund management company/Average NAV (%)",2022-10-31,month,0.000548779153687402,2022-12-01
22761,Change of Number of Fund Certificates during the period,2022-10-31,month,-8047157.44,2022-12-01
22762,Change in capital amount during the period (based on par value),2022-10-31,month,-80471574400,2022-12-01
22781,Number of Fund Certificates redeemed during the period,2022-10-31,month,-8409545.46,2022-12-01
22782,Net redemption amount during the period (based on par value),2022-10-31,month,-84095454600,2022-12-01
22841,Number of investors of the Fund at the end of the period,2022-10-31,month,12324,2022-12-01
,Change of Fund scale during the period (based on par value),2022-11-30,month,-36396044000,2022-12-01
,Fund scale at the beginning of the period (based on par value),2022-11-30,month,266146405400,2022-12-01
,Portfolio turnover rate (%) = (Total value of purchase transactions + total value of sales transactions) x 100%/ (2 x Average NAV) (**),2022-11-30,month,1.79095944634031,2023-01-04
,Total value of outstanding Fund Certificate at the beginning of period (based on par value),2022-11-30,month,266146405400,2022-12-01
2265,Management fee paid to the fund management company/Average NAV (%),2022-11-30,month,0.0118383495096146,2023-01-04
2266,Custody and supervising fees paid to the Supervisory Bank/Average NAV (%),2022-11-30,month,0.000836706438095044,2023-01-04
2267,Auditing fee paid to auditing organizations (if any)/Average NAV (%),2022-11-30,month,0.000214365776895169,2023-01-04
2268,"Legal consultancy, price quotation and other appropriate service fees; remunerations paid to the Board of Representatives/Average NAV (%)",2022-11-30,month,0.000749767977659228,2023-01-04
2269,Expense/Average NAV (%),2022-11-30,month,0.0148882410208128,2023-01-04
2273,Fund scale at the beginning of the period (based on par value of fund certificate),2022-11-30,month,266146405400,2023-01-04
2274,Total value of outstanding Fund Certificate at the beginning of period,2022-11-30,month,266146405400,2023-01-04
2275,Total number of outstanding Fund Certificate at the beginning of period,2022-11-30,month,26614640.54,2023-01-04
2276,Change of Fund scale during the period (based on par value of fund certificate),2022-11-30,month,-36396044000,2023-01-04
2277,Number of Fund Certificates subscribed during the period,2022-11-30,month,338736.09,2023-01-04
2278,Net subscription amount during the period (based on par value),2022-11-30,month,3387360900,2023-01-04
2279,Fund scale at the end of the period (based on par value),2022-11-30,month,229750361400,2023-01-04
2280,Total value of outstanding Fund Certificate at the end of the period (based on par value),2022-11-30,month,229750361400,2023-01-04
2281,Total number of outstanding Fund Certificate at the end of the period,2022-11-30,month,22975036.14,2023-01-04
2282,Fund Management Company and related parties' ownership ratio at the end of the period,2022-11-30,month,0.452316025388415,2023-01-04
2283,Top 10 investors' ownership ratio at the end of the period,2022-11-30,month,0.5735,2023-01-04
2284,Foreign investors' ownership ratio at the end of the period (***),2022-11-30,month,0.1467,2023-01-04
2285,Net asset value per Fund Certificate at the end of period,2022-11-30,month,23398.76,2023-01-04
22661,"Fund admin fee, and other fees paid to relating services providers by the fund management company/Average NAV (%)",2022-11-30,month,0.000565809293453263,2023-01-04
22761,Change of Number of Fund Certificates during the period,2022-11-30,month,-3639604.4,2023-01-04
22762,Change in capital amount during the period (based on par value),2022-11-30,month,-36396044000,2023-01-04
22781,Number of Fund Certificates redeemed during the period,2022-11-30,month,-3978340.49,2023-01-04
22782,Net redemption amount during the period (based on par value),2022-11-30,month,-39783404900,2023-01-04
22841,Number of investors of the Fund at the end of the period,2022-11-30,month,12151,2023-01-04
,Portfolio turnover rate (%) = (Total value of purchase transactions + total value of sales transactions) x 100%/ (2 x Average NAV) (**),2022-12-31,month,3.06285570231408,2023-01-04
2264,INVESTMENT PERFORMANCE INDICATORS,2022-12-31,month,,2023-02-01
2265,Management fee paid to the fund management company/Average NAV (%),2022-12-31,month,0.0122329922451071,2023-02-01
2266,Custody and supervising fees paid to the Supervisory Bank/Average NAV (%),2022-12-31,month,0.000882228270193873,2023-02-01
2267,Auditing fee paid to auditing organizations (if any)/Average NAV (%),2022-12-31,month,0.000289445517547947,2023-02-01
2268,"Legal consultancy, price quotation and other appropriate service fees; remunerations paid to the Board of Representatives/Average NAV (%)",2022-12-31,month,0.0009878510415122,2023-02-01
2269,Expense/Average NAV (%),2022-12-31,month,0.0165980482058996,2023-01-04
2269,Tổng chi phí hoạt động trong kỳ lập báo cáo tài chính / NAV bình quân trong kỳ) x (365-366/ số ngày trong kỳ),2022-12-31,month,0.0165980482058996,2023-02-01
2270,((Tổng giá trị lũy kế mua + Tổng giá trị lũy kế bán từ ngày 1 tháng 1 đến ngày lập báo cáo)/NAV bình quân từ 1 tháng 1 đến ngày lập báo cáo) x (365/ số ngày từ ngày 1 tháng 1 đến ngày lập báo cáo),2022-12-31,month,3.06285570231408,2023-02-01
2272,OTHER INDICATORS,2022-12-31,month,,2023-02-01
2273,Fund scale at the beginning of the period (based on par value of fund certificate),2022-12-31,month,229750361400,2023-02-01
2274,Total value of outstanding Fund Certificate at the beginning of period,2022-12-31,month,229750361400,2023-02-01
2275,Total number of outstanding Fund Certificate at the beginning of period,2022-12-31,month,22975036.14,2023-02-01
2276,Change of Fund scale during the period (based on par value of fund certificate),2022-12-31,month,-42889174600,2023-02-01
2277,Number of Fund Certificates subscribed during the period,2022-12-31,month,218387.33,2023-02-01
2278,Net subscription amount during the period (based on par value),2022-12-31,month,2183873300,2023-02-01
2279,Fund scale at the end of the period (based on par value),2022-12-31,month,186861186800,2023-02-01
2280,Total value of outstanding Fund Certificate at the end of the period (based on par value),2022-12-31,month,186861186800,2023-02-01
2281,Total number of outstanding Fund Certificate at the end of the period,2022-12-31,month,18686118.68,2023-02-01
2282,Fund Management Company and related parties' ownership ratio at the end of the period,2022-12-31,month,0.555898662953371,2023-02-01
2283,Top 10 investors' ownership ratio at the end of the period,2022-12-31,month,0.6805,2023-02-01
2284,Foreign investors' ownership ratio at the end of the period (***),2022-12-31,month,0.1231,2023-02-01
2285,Net asset value per Fund Certificate at the end of period,2022-12-31,month,23272.08,2023-02-01
2286,Fee paid to Real Estate management organisation/ Average NAV (%) (not applicable),2022-12-31,month,,2023-02-01
2287,Fee paid to Real Estate valuation service provider/ Average NAV (%) (not applicable),2022-12-31,month,,2023-02-01
2287,"Income (including interest income, dividend, coupon income and unrealised gain)/ Average NAV (%) (not applicable)",2022-12-31,month,,2023-02-01
2288,Market price per fund certificates at the end of period (not applicable),2022-12-31,month,,2023-02-01
22661,"Fund admin fee, and other fees paid to relating services providers by the fund management company/Average NAV (%)",2022-12-31,month,0.000648365398495904,2023-02-01
22761,Change of Number of Fund Certificates during the period,2022-12-31,month,-4288917.46,2023-02-01
22762,Change in capital amount during the period (based on par value),2022-12-31,month,-42889174600,2023-02-01
22781,Number of Fund Certificates redeemed during the period,2022-12-31,month,-4507304.79,2023-02-01
22782,Net redemption amount during the period (based on par value),2022-12-31,month,-45073047900,2023-02-01
22841,Number of investors of the Fund at the end of the period,2022-12-31,month,10797,2023-02-01
2264,INVESTMENT PERFORMANCE INDICATORS,2023-01-31,month,,2023-03-03
2265,Management fee paid to the fund management company/Average NAV (%),2023-01-31,month,0.0122343419528789,2023-03-03
2266,Custody and supervising fees paid to the Supervisory Bank/Average NAV (%),2023-01-31,month,0.000896424098704183,2023-03-03
2267,Auditing fee paid to auditing organizations (if any)/Average NAV (%),2023-01-31,month,0.000295581581470716,2023-03-03
2268,"Legal consultancy, price quotation and other appropriate service fees; remunerations paid to the Board of Representatives/Average NAV (%)",2023-01-31,month,0.000405306721965051,2023-03-03
2269,Expense/Average NAV (%),2023-01-31,month,0.0146,2023-03-03
2269,Tổng chi phí hoạt động trong kỳ lập báo cáo tài chính / NAV bình quân trong kỳ) x (365-366/ số ngày trong kỳ),2023-01-31,month,0.014628785710764787,2023-02-01
2270,((Tổng giá trị lũy kế mua + Tổng giá trị lũy kế bán từ ngày 1 tháng 1 đến ngày lập báo cáo)/NAV bình quân từ 1 tháng 1 đến ngày lập báo cáo) x (365/ số ngày từ ngày 1 tháng 1 đến ngày lập báo cáo),2023-01-31,month,1.1097,2023-02-01
2270,Portfolio turnover rate (%),2023-01-31,month,1.1097,2023-03-03
2272,OTHER INDICATORS,2023-01-31,month,,2023-03-03
2273,Fund scale at the beginning of the period (based on par value of fund certificate),2023-01-31,month,186861186800,2023-03-03
2274,Total value of outstanding Fund Certificate at the beginning of period,2023-01-31,month,186861186800,2023-03-03
2275,Total number of outstanding Fund Certificate at the beginning of period,2023-01-31,month,18686118.68,2023-03-03
2276,Change of Fund scale during the period (based on par value of fund certificate),2023-01-31,month,-2428303800,2023-03-03
2277,Number of Fund Certificates subscribed during the period,2023-01-31,month,45132.87,2023-03-03
2278,Net subscription amount during the period (based on par value),2023-01-31,month,451328700,2023-03-03
2279,Fund scale at the end of the period (based on par value),2023-01-31,month,184432883000,2023-03-03
2280,Total value of outstanding Fund Certificate at the end of the period (based on par value),2023-01-31,month,184432883000,2023-03-03
2281,Total number of outstanding Fund Certificate at the end of the period,2023-01-31,month,18443288.3,2023-03-03
2282,Fund Management Company and related parties' ownership ratio at the end of the period,2023-01-31,month,0.56321780698944,2023-03-03
2283,Top 10 investors' ownership ratio at the end of the period,2023-01-31,month,0.6864,2023-03-03
2284,Foreign investors' ownership ratio at the end of the period (***),2023-01-31,month,0.123285384526576,2023-03-03
2285,Net asset value per Fund Certificate at the end of period,2023-01-31,month,23323.45,2023-03-03
2286,Fee paid to Real Estate management organisation/ Average NAV (%) (not applicable),2023-01-31,month,,2023-03-03
2287,Fee paid to Real Estate valuation service provider/ Average NAV (%) (not applicable),2023-01-31,month,,2023-03-03
2287,"Income (including interest income, dividend, coupon income and unrealised gain)/ Average NAV (%) (not applicable)",2023-01-31,month,,2023-03-03
2288,Market price per fund certificates at the end of period (not applicable),2023-01-31,month,,2023-03-03
22661,"Fund admin fee, and other fees paid to relating services providers by the fund management company/Average NAV (%)",2023-01-31,month,0.000662464596987022,2023-03-03
22761,Change of Number of Fund Certificates during the period,2023-01-31,month,-242830.38,2023-03-03
22762,Change in capital amount during the period (based on par value),2023-01-31,month,-2428303800,2023-03-03
22781,Number of Fund Certificates redeemed during the period,2023-01-31,month,-287963.25,2023-03-03
22782,Net redemption amount during the period (based on par value),2023-01-31,month,-2879632500,2023-03-03
22841,Number of investors of the Fund at the end of the period,2023-01-31,month,10464,2023-03-03
2264,INVESTMENT PERFORMANCE INDICATORS,2023-02-28,month,,2023-04-04
2265,Management fee paid to the fund management company/Average NAV (%),2023-02-28,month,0.0110491119993805,2023-04-04
2266,Custody and supervising fees paid to the Supervisory Bank/Average NAV (%),2023-02-28,month,0.000924973861057882,2023-04-04
2267,Auditing fee paid to auditing organizations (if any)/Average NAV (%),2023-02-28,month,0.000278062346891841,2023-04-04
2268,"Legal consultancy, price quotation and other appropriate service fees; remunerations paid to the Board of Representatives/Average NAV (%)",2023-02-28,month,0.000398067877516827,2023-04-04
2269,Expense/Average NAV (%),2023-02-28,month,0.0148,2023-04-04
2270,Portfolio turnover rate (%),2023-02-28,month,0.8073,2023-04-04
2272,OTHER INDICATORS,2023-02-28,month,,2023-04-04
2273,Fund scale at the beginning of the period (based on par value of fund certificate),2023-02-28,month,184432883000,2023-04-04
2274,Total value of outstanding Fund Certificate at the beginning of period,2023-02-28,month,184432883000,2023-04-04
2275,Total number of outstanding Fund Certificate at the beginning of period,2023-02-28,month,18443288.3,2023-04-04
2276,Change of Fund scale during the period (based on par value of fund certificate),2023-02-28,month,-13254989300,2023-04-04
2277,Number of Fund Certificates subscribed during the period,2023-02-28,month,64088.87,2023-04-04
2278,Net subscription amount during the period (based on par value),2023-02-28,month,640888700,2023-04-04
2279,Fund scale at the end of the period (based on par value),2023-02-28,month,171177893700,2023-04-04
2280,Total value of outstanding Fund Certificate at the end of the period (based on par value),2023-02-28,month,171177893700,2023-04-04
2281,Total number of outstanding Fund Certificate at the end of the period,2023-02-28,month,17117789.37,2023-04-04
2282,Fund Management Company and related parties' ownership ratio at the end of the period,2023-02-28,month,0.606714335333593,2023-04-04
2283,Top 10 investors' ownership ratio at the end of the period,2023-02-28,month,0.7165,2023-04-04
2284,Foreign investors' ownership ratio at the end of the period (***),2023-02-28,month,0.1329,2023-04-04
2285,Net asset value per Fund Certificate at the end of period,2023-02-28,month,23476.94,2023-04-04
2286,Fee paid to Real Estate management organisation/ Average NAV (%) (not applicable),2023-02-28,month,,2023-04-04
2287,Fee paid to Real Estate valuation service provider/ Average NAV (%) (not applicable),2023-02-28,month,,2023-04-04
2287,"Income (including interest income, dividend, coupon income and unrealised gain)/ Average NAV (%) (not applicable)",2023-02-28,month,,2023-04-04
2288,Market price per fund certificates at the end of period (not applicable),2023-02-28,month,,2023-04-04
22661,"Fund admin fee, and other fees paid to relating services providers by the fund management company/Average NAV (%)",2023-02-28,month,0.000648063077717626,2023-04-04
22761,Change of Number of Fund Certificates during the period,2023-02-28,month,-1325498.93,2023-04-04
22762,Change in capital amount during the period (based on par value),2023-02-28,month,-13254989300,2023-04-04
22781,Number of Fund Certificates redeemed during the period,2023-02-28,month,-1389587.8,2023-04-04
22782,Net redemption amount during the period (based on par value),2023-02-28,month,-13895878000,2023-04-04
22841,Number of investors of the Fund at the end of the period,2023-02-28,month,10019,2023-04-04
2264,INVESTMENT PERFORMANCE INDICATORS,2023-03-31,month,,2023-05-05
2265,Management fee paid to the fund management company/Average NAV (%),2023-03-31,month,0.0120695269901171,2023-05-05
2266,Custody and supervising fees paid to the Supervisory Bank/Average NAV (%),2023-03-31,month,0.000993546725428228,2023-05-05
2267,Auditing fee paid to auditing organizations (if any)/Average NAV (%),2023-03-31,month,0.000480143950589493,2023-05-05
2268,"Legal consultancy, price quotation and other appropriate service fees; remunerations paid to the Board of Representatives/Average NAV (%)",2023-03-31,month,0.000445085557214595,2023-05-05
2269,Expense/Average NAV (%),2023-03-31,month,0.0147,2023-05-05
2270,Portfolio turnover rate (%),2023-03-31,month,0.9908,2023-05-05
2272,OTHER INDICATORS,2023-03-31,month,,2023-05-05
2273,Fund scale at the beginning of the period (based on par value of fund certificate),2023-03-31,month,171177893700,2023-05-05
2274,Total value of outstanding Fund Certificate at the beginning of period,2023-03-31,month,171177893700,2023-05-05
2275,Total number of outstanding Fund Certificate at the beginning of period,2023-03-31,month,17117789.37,2023-05-05
2276,Change of Fund scale during the period (based on par value of fund certificate),2023-03-31,month,-7058602200,2023-05-05
2277,Number of Fund Certificates subscribed during the period,2023-03-31,month,72034.96,2023-05-05
2278,Net subscription amount during the period (based on par value),2023-03-31,month,720349600,2023-05-05
2279,Fund scale at the end of the period (based on par value),2023-03-31,month,164119291500,2023-05-05
2280,Total value of outstanding Fund Certificate at the end of the period (based on par value),2023-03-31,month,164119291500,2023-05-05
2281,Total number of outstanding Fund Certificate at the end of the period,2023-03-31,month,16411929.15,2023-05-05
2282,Fund Management Company and related parties' ownership ratio at the end of the period,2023-03-31,month,0.632806912281851,2023-05-05
2283,Top 10 investors' ownership ratio at the end of the period,2023-03-31,month,0.7267,2023-05-05
2284,Foreign investors' ownership ratio at the end of the period (***),2023-03-31,month,0.1386,2023-05-05
2285,Net asset value per Fund Certificate at the end of period,2023-03-31,month,23667.49,2023-05-05
2286,Fee paid to Real Estate management organisation/ Average NAV (%) (not applicable),2023-03-31,month,0,2023-05-05
2287,Fee paid to Real Estate valuation service provider/ Average NAV (%) (not applicable),2023-03-31,month,0,2023-05-05
2287,"Income (including interest income, dividend, coupon income and unrealised gain)/ Average NAV (%) (not applicable)",2023-03-31,month,0,2023-05-05
2288,Market price per fund certificates at the end of period (not applicable),2023-03-31,month,0,2023-05-05
22661,"Fund admin fee, and other fees paid to relating services providers by the fund management company/Average NAV (%)",2023-03-31,month,0.000687578281676643,2023-05-05
22761,Change of Number of Fund Certificates during the period,2023-03-31,month,-705860.22,2023-05-05
22762,Change in capital amount during the period (based on par value),2023-03-31,month,-7058602200,2023-05-05
22781,Number of Fund Certificates redeemed during the period,2023-03-31,month,-777895.18,2023-05-05
22782,Net redemption amount during the period (based on par value),2023-03-31,month,-7778951800,2023-05-05
22841,Number of investors of the Fund at the end of the period,2023-03-31,month,9835,2023-05-05
2264,INVESTMENT PERFORMANCE INDICATORS,2023-04-30,month,,2023-06-03
2265,Management fee paid to the fund management company/Average NAV (%),2023-04-30,month,0.0118383844763263,2023-06-03
2266,Custody and supervising fees paid to the Supervisory Bank/Average NAV (%),2023-04-30,month,0.000997330384062262,2023-06-03
2267,Auditing fee paid to auditing organizations (if any)/Average NAV (%),2023-04-30,month,0.000319233964957818,2023-06-03
2268,"Legal consultancy, price quotation and other appropriate service fees; remunerations paid to the Board of Representatives/Average NAV (%)",2023-04-30,month,0.000441067937593844,2023-06-03
2269,Expense/Average NAV (%),2023-04-30,month,0.014802636046228,2023-06-03
2270,Portfolio turnover rate (%),2023-04-30,month,0.951281428541982,2023-06-03
2272,OTHER INDICATORS,2023-04-30,month,,2023-06-03
2273,Fund scale at the beginning of the period (based on par value of fund certificate),2023-04-30,month,164119291500,2023-06-03
2274,Total value of outstanding Fund Certificate at the beginning of period,2023-04-30,month,164119291500,2023-06-03
2275,Total number of outstanding Fund Certificate at the beginning of period,2023-04-30,month,16411929.15,2023-06-03
2276,Change of Fund scale during the period (based on par value of fund certificate),2023-04-30,month,-1945447500,2023-06-03
2277,Number of Fund Certificates subscribed during the period,2023-04-30,month,45959.9,2023-06-03
2278,Net subscription amount during the period (based on par value),2023-04-30,month,459599000,2023-06-03
2279,Fund scale at the end of the period (based on par value),2023-04-30,month,162173844000,2023-06-03
2280,Total value of outstanding Fund Certificate at the end of the period (based on par value),2023-04-30,month,162173844000,2023-06-03
2281,Total number of outstanding Fund Certificate at the end of the period,2023-04-30,month,16217384.4,2023-06-03
2282,Fund Management Company and related parties' ownership ratio at the end of the period,2023-04-30,month,0.638660969891051,2023-06-03
2283,Top 10 investors' ownership ratio at the end of the period,2023-04-30,month,0.7335,2023-06-03
2284,Foreign investors' ownership ratio at the end of the period  (***),2023-04-30,month,0.1403,2023-06-03
2284,Foreign investors' ownership ratio at the end of the period (***),2023-04-30,month,0.1403,2023-05-05
2285,Net asset value per Fund Certificate at the end of period,2023-04-30,month,23821.87,2023-06-03
2286,Fee paid to Real Estate management organisation/ Average NAV (%) (not applicable),2023-04-30,month,,2023-06-03
2287,Fee paid to Real Estate valuation service provider/ Average NAV (%) (not applicable),2023-04-30,month,,2023-06-03
2287,"Income (including interest income, dividend, coupon income and unrealised gain)/ Average NAV (%) (not applicable)",2023-04-30,month,,2023-06-03
2288,Market price per fund certificates at the end of period (not applicable),2023-04-30,month,,2023-06-03
22661,"Fund admin fee, and other fees paid to relating services providers by the fund management company/Average NAV (%)",2023-04-30,month,0.00069547669748034,2023-06-03
22761,Change of Number of Fund Certificates during the period,2023-04-30,month,-194544.75,2023-06-03
22762,Change in capital amount during the period (based on par value),2023-04-30,month,-1945447500,2023-06-03
22781,Number of Fund Certificates redeemed during the period,2023-04-30,month,-240504.65,2023-06-03
22782,Net redemption amount during the period (based on par value),2023-04-30,month,-2405046500,2023-06-03
22841,Number of investors of the Fund at the end of the period,2023-04-30,month,9745,2023-06-03
2264,INVESTMENT PERFORMANCE INDICATORS,2023-05-31,month,,2023-07-04
2265,Management fee paid to the fund management company/Average NAV (%),2023-05-31,month,0.0122329968830164,2023-07-04
2266,Custody and supervising fees paid to the Supervisory Bank/Average NAV (%),2023-05-31,month,0.00100321742319017,2023-07-04
2267,Auditing fee paid to auditing organizations (if any)/Average NAV (%),2023-05-31,month,0.000329774008621488,2023-07-04
2268,"Legal consultancy, price quotation and other appropriate service fees; remunerations paid to the Board of Representatives/Average NAV (%)",2023-05-31,month,0.000449437782859611,2023-07-04
2269,Expense/Average NAV (%),2023-05-31,month,0.0147266557031596,2023-07-04
2270,Portfolio turnover rate (%),2023-05-31,month,1.18983038291352,2023-07-04
2272,OTHER INDICATORS,2023-05-31,month,,2023-07-04
2273,Fund scale at the beginning of the period (based on par value of fund certificate),2023-05-31,month,162173844000,2023-07-04
2274,Total value of outstanding Fund Certificate at the beginning of period,2023-05-31,month,162173844000,2023-07-04
2275,Total number of outstanding Fund Certificate at the beginning of period,2023-05-31,month,16217384.4,2023-07-04
2276,Change of Fund scale during the period (based on par value of fund certificate),2023-05-31,month,-921535100,2023-07-04
2277,Number of Fund Certificates subscribed during the period,2023-05-31,month,48068.1,2023-07-04
2278,Net subscription amount during the period (based on par value),2023-05-31,month,480681000,2023-07-04
2279,Fund scale at the end of the period (based on par value),2023-05-31,month,161252308900,2023-07-04
2280,Total value of outstanding Fund Certificate at the end of the period (based on par value),2023-05-31,month,161252308900,2023-07-04
2281,Total number of outstanding Fund Certificate at the end of the period,2023-05-31,month,16125230.89,2023-07-04
2282,Fund Management Company and related parties' ownership ratio at the end of the period,2023-05-31,month,0.642310830812544,2023-07-04
2283,Top 10 investors' ownership ratio at the end of the period,2023-05-31,month,0.7368,2023-07-04
2284,Foreign investors' ownership ratio at the end of the period  (***),2023-05-31,month,0.1412,2023-06-03
2284,Foreign investors' ownership ratio at the end of the period (***),2023-05-31,month,0.1412,2023-07-04
2285,Net asset value per Fund Certificate at the end of period,2023-05-31,month,24010.84,2023-07-04
2286,Fee paid to Real Estate management organisation/ Average NAV (%) (not applicable),2023-05-31,month,,2023-07-04
2287,Fee paid to Real Estate valuation service provider/ Average NAV (%) (not applicable),2023-05-31,month,,2023-07-04
2287,"Income (including interest income, dividend, coupon income and unrealised gain)/ Average NAV (%) (not applicable)",2023-05-31,month,,2023-07-04
2288,Market price per fund certificates at the end of period (not applicable),2023-05-31,month,,2023-07-04
22661,"Fund admin fee, and other fees paid to relating services providers by the fund management company/Average NAV (%)",2023-05-31,month,0.000696985242834367,2023-07-04
22761,Change of Number of Fund Certificates during the period,2023-05-31,month,-92153.51,2023-07-04
22762,Change in capital amount during the period (based on par value),2023-05-31,month,-921535100,2023-07-04
22781,Number of Fund Certificates redeemed during the period,2023-05-31,month,-140221.61,2023-07-04
22782,Net redemption amount during the period (based on par value),2023-05-31,month,-1402216100,2023-07-04
22841,Number of investors of the Fund at the end of the period,2023-05-31,month,9663,2023-07-04
2264,INVESTMENT PERFORMANCE INDICATORS,2023-06-30,month,,2023-08-02
2265,Management fee paid to the fund management company/Average NAV (%),2023-06-30,month,0.0118339741296851,2023-08-02
2266,Custody and supervising fees paid to the Supervisory Bank/Average NAV (%),2023-06-30,month,0.00102311191993335,2023-08-02
2267,Auditing fee paid to auditing organizations (if any)/Average NAV (%),2023-06-30,month,0.000354345445215191,2023-08-02
2268,"Legal consultancy, price quotation and other appropriate service fees; remunerations paid to the Board of Representatives/Average NAV (%)",2023-06-30,month,0.000438841146203453,2023-08-02
2269,Expense/Average NAV (%),2023-06-30,month,0.0148994219045421,2023-08-02
2270,Portfolio turnover rate (%),2023-06-30,month,1.80562206012877,2023-08-02
2272,OTHER INDICATORS,2023-06-30,month,,2023-08-02
2273,Fund scale at the beginning of the period (based on par value of fund certificate),2023-06-30,month,161252308900,2023-08-02
2274,Total value of outstanding Fund Certificate at the beginning of period,2023-06-30,month,161252308900,2023-08-02
2275,Total number of outstanding Fund Certificate at the beginning of period,2023-06-30,month,16125230.89,2023-08-02
2276,Change of Fund scale during the period (based on par value of fund certificate),2023-06-30,month,64219699.9999999,2023-08-02
2277,Number of Fund Certificates subscribed during the period,2023-06-30,month,81206.43,2023-08-02
2278,Net subscription amount during the period (based on par value),2023-06-30,month,812064300,2023-08-02
2279,Fund scale at the end of the period (based on par value),2023-06-30,month,161316528600,2023-08-02
2280,Total value of outstanding Fund Certificate at the end of the period (based on par value),2023-06-30,month,161316528600,2023-08-02
2281,Total number of outstanding Fund Certificate at the end of the period,2023-06-30,month,16131652.86,2023-08-02
2282,Fund Management Company and related parties' ownership ratio at the end of the period,2023-06-30,month,0.642055128503429,2023-08-02
2283,Top 10 investors' ownership ratio at the end of the period,2023-06-30,month,0.7358,2023-08-02
2284,Foreign investors' ownership ratio at the end of the period,2023-06-30,month,0.1412,2023-08-02
2284,Foreign investors' ownership ratio at the end of the period (***),2023-06-30,month,0.1412,2023-07-04
2285,Net asset value per Fund Certificate at the end of period,2023-06-30,month,24203.84,2023-08-02
2286,Fee paid to Real Estate management organisation/ Average NAV (%) (not applicable),2023-06-30,month,,2023-08-02
2287,Fee paid to Real Estate valuation service provider/ Average NAV (%) (not applicable),2023-06-30,month,,2023-08-02
2287,"Income (including interest income, dividend, coupon income and unrealised gain)/ Average NAV (%) (not applicable)",2023-06-30,month,,2023-08-02
2288,Market price per fund certificates at the end of period (not applicable),2023-06-30,month,,2023-08-02
22661,"Fund admin fee, and other fees paid to relating services providers by the fund management company/Average NAV (%)",2023-06-30,month,0.000693363317938321,2023-08-02
22761,Change of Number of Fund Certificates during the period,2023-06-30,month,6421.96999999999,2023-08-02
22762,Change in capital amount during the period (based on par value),2023-06-30,month,64219699.9999999,2023-08-02
22781,Number of Fund Certificates redeemed during the period,2023-06-30,month,-74784.46,2023-08-02
22782,Net redemption amount during the period (based on par value),2023-06-30,month,-747844600,2023-08-02
22841,Number of investors of the Fund at the end of the period,2023-06-30,month,9611,2023-08-02
2264,INVESTMENT PERFORMANCE INDICATORS,2023-07-31,month,,2023-09-05
2265,Management fee paid to the fund management company/Average NAV (%),2023-07-31,month,0.0120913315802714,2023-09-05
2266,Custody and supervising fees paid to the Supervisory Bank/Average NAV (%),2023-07-31,month,0.00100094072367339,2023-09-05
2267,Auditing fee paid to auditing organizations (if any)/Average NAV (%),2023-07-31,month,0.000468787793895443,2023-09-05
2268,"Legal consultancy, price quotation and other appropriate service fees; remunerations paid to the Board of Representatives/Average NAV (%)",2023-07-31,month,0.000442995117335242,2023-09-05
2269,Expense/Average NAV (%),2023-07-31,month,0.0149282334379436,2023-09-05
2270,Portfolio turnover rate (%),2023-07-31,month,2.01608611442494,2023-09-05
2272,OTHER INDICATORS,2023-07-31,month,,2023-09-05
2273,Fund scale at the beginning of the period (based on par value of fund certificate),2023-07-31,month,161316528600,2023-09-05
2274,Total value of outstanding Fund Certificate at the beginning of period,2023-07-31,month,161316528600,2023-09-05
2275,Total number of outstanding Fund Certificate at the beginning of period,2023-07-31,month,16131652.86,2023-09-05
2276,Change of Fund scale during the period (based on par value of fund certificate),2023-07-31,month,-1871706400,2023-09-05
2277,Number of Fund Certificates subscribed during the period,2023-07-31,month,64299.25,2023-09-05
2278,Net subscription amount during the period (based on par value),2023-07-31,month,642992500,2023-09-05
2279,Fund scale at the end of the period (based on par value),2023-07-31,month,159444822200,2023-09-05
2280,Total value of outstanding Fund Certificate at the end of the period (based on par value),2023-07-31,month,159444822200,2023-09-05
2281,Total number of outstanding Fund Certificate at the end of the period,2023-07-31,month,15944482.22,2023-09-05
2282,Fund Management Company and related parties' ownership ratio at the end of the period,2023-07-31,month,0.649592147746771,2023-09-05
2283,Top 10 investors' ownership ratio at the end of the period,2023-07-31,month,0.7419,2023-09-05
2284,Foreign investors' ownership ratio at the end of the period,2023-07-31,month,0.1429,2023-08-02
2284,Foreign investors' ownership ratio at the end of the period (***),2023-07-31,month,0.1429,2023-09-05
2285,Net asset value per Fund Certificate at the end of period,2023-07-31,month,24404.52,2023-09-05
2286,Fee paid to Real Estate management organisation/ Average NAV (%) (not applicable),2023-07-31,month,,2023-09-05
2287,Fee paid to Real Estate valuation service provider/ Average NAV (%) (not applicable),2023-07-31,month,,2023-09-05
2287,"Income (including interest income, dividend, coupon income and unrealised gain)/ Average NAV (%) (not applicable)",2023-07-31,month,,2023-09-05
2288,Market price per fund certificates at the end of period (not applicable),2023-07-31,month,,2023-09-05
